rewrite,nbre_car
fay-de-bretagne,15
fegreac,7
ferce,5
fresnay-en-retz,15
frossay,7
geneston,8
getigne,7
gorges,6
grand-auverne,13
grandchamps-des-fontaines,25
guemene-penfao,14
guenrouet,9
guerande,8
haute-goulaine,14
herbignac,9
heric,5
indre,5
isse,4
jans,4
joue-sur-erdre,14
juigne-des-moutiers,19
la-baule-escoublac,18
la-bernerie-en-retz,19
la-boissiere-du-dore,20
la-chapelle-basse-mer,21
la-chapelle-des-marais,22
la-chapelle-glain,17
la-chapelle-heulin,18
la-chapelle-launay,18
la-chapelle-saint-sauveur,25
la-chapelle-sur-erdre,21
la-chevallerais,15
la-chevroliere,14
la-grigonnais,13
la-haie-fouassiere,18
la-limouziniere,15
la-marne,8
la-meilleraye-de-bretagne,25
la-montagne,11
la-plaine-sur-mer,17
la-planche,10
la-regrippiere,14
la-remaudiere,13
la-roche-blanche,16
la-rouxiere,11
la-turballe,11
lavau-sur-loire,15
le-bignon,9
le-cellier,10
le-croisic,10
le-fresne-sur-loire,19
le-gavre,8
le-landreau,11
le-loroux-bottereau,19
le-pallet,9
le-pellerin,11
le-pin,6
le-pouliguen,12
le-temple-de-bretagne,21
lege,4
les-moutiers-en-retz,20
les-sorinieres,14
les-touches,11
ligne,5
louisfert,9
lusanger,8
machecoul,9
maisdon-sur-sevre,17
malville,8
marsac-sur-don,14
masserac,8
maumusson,9
mauves-sur-loire,16
mesanger,8
mesquer,7
missillac,9
moisdon-la-riviere,18
monnieres,9
montbert,8
montoir-de-bretagne,19
montrelais,10
mouais,6
mouzeil,7
mouzillon,9
nantes,6
nort-sur-erdre,14
notre-dame-des-landes,21
noyal-sur-brutz,15
nozay,5
orvault,7
oudon,5
paimboeuf,9
pannece,7
paulx,5
petit-auverne,13
petit-mars,10
pierric,7
piriac-sur-mer,14
plesse,6
pont-saint-martin,17
pontchateau,11
pornic,6
pornichet,9
port-saint-pere,15
pouille-les-coteaux,19
prefailles,10
prinquiau,9
puceul,6
quilly,6
remouille,9
reze,4
riaille,7
rouans,6
rouge,5
ruffigne,8
saffre,6
saint-aignan-grandlieu,22
saint-andre-des-eaux,20
saint-aubin-des-chateaux,24
saint-brevin-les-pins,21
saint-colomban,14
saint-etienne-de-mer-morte,26
saint-etienne-de-montluc,24
saint-fiacre-sur-maine,22
saint-gereon,12
saint-gildas-des-bois,21
saint-herblain,14
saint-herblon,13
saint-hilaire-de-chaleons,25
saint-hilaire-de-clisson,24
saint-jean-de-boiseau,21
saint-joachim,13
saint-julien-de-concelles,25
saint-julien-de-vouvantes,25
saint-leger-les-vignes,22
saint-lumine-de-clisson,23
saint-lumine-de-coutais,23
saint-lyphard,13
saint-malo-de-guersac,21
saint-mars-de-coutais,21
saint-mars-du-desert,20
saint-mars-la-jaille,20
saint-meme-le-tenu,18
saint-michel-chef-chef,22
saint-molf,10
saint-nazaire,13
saint-nicolas-de-redon,22
saint-pere-en-retz,18
saint-philbert-de-grand-lieu,28
saint-sebastien-sur-loire,25
saint-sulpice-des-landes,24
saint-viaud,11
saint-vincent-des-landes,24
sainte-anne-sur-brivet,22
sainte-luce-sur-loire,21
sainte-pazanne,14
sainte-reine-de-bretagne,24
sautron,7
savenay,7
severac,7
sion-les-mines,14
soudan,6
soulvache,9
suce-sur-erdre,14
teille,6
thouare-sur-loire,17
touvois,7
trans-sur-erdre,15
treffieux,9
treillieres,11
trignac,7
vallet,6
varades,7
vay,3
vertou,6
vieillevigne,12
vigneux-de-bretagne,19
villepot,8
vritz,5
vue,3
adon,4
aillant-sur-milleron,20
amilly,6
andonville,10
ardon,5
artenay,7
ascheres-le-marche,18
ascoux,6
attray,6
audeville,9
augerville-la-riviere,21
aulnay-la-riviere,17
autruy-sur-juine,16
autry-le-chatel,15
auvilliers-en-gatinais,22
auxy,4
baccon,6
barville-en-gatinais,20
batilly-en-gatinais,19
batilly-en-puisaye,18
baule,5
bazoches-les-gallerandes,24
bazoches-sur-le-betz,20
beauchamps-sur-huillard,23
beaugency,9
beaulieu-sur-loire,18
beaune-la-rolande,17
bellegarde,10
boesses,7
boigny-sur-bionne,17
boiscommun,10
boismorand,10
boisseaux,9
bondaroy,8
bonnee,6
bonny-sur-loire,15
bordeaux-en-gatinais,20
bou,3
bougy-lez-neuville,18
bouilly-en-gatinais,19
boulay-les-barres,17
bouzonville-aux-bois,20
bouzy-la-foret,14
boynes,6
bray-en-val,11
breteau,7
briare,6
briarres-sur-essonne,20
bricy,5
bromeilles,10
bucy-le-roi,11
bucy-saint-liphard,18
cepoy,5
cercottes,9
cerdon,6
cernoy-en-berry,15
cesarville-dossainville,23
chailly-en-gatinais,19
chaingy,7
chalette-sur-loing,18
chambon-la-foret,16
champoulet,10
chanteau,8
chantecoq,9
chapelon,8
charmont-en-beauce,18
charsonville,12
chateau-renard,14
chateauneuf-sur-loire,21
chatenoy,8
chatillon-coligny,17
chatillon-le-roi,16
chatillon-sur-loire,19
chaussy,7
checy,5
chevannes,9
chevillon-sur-huillard,22
chevilly,8
chevry-sous-le-bignon,21
chilleurs-aux-bois,18
chuelles,8
clery-saint-andre,17
coinces,7
combleux,8
combreux,8
conflans-sur-loing,18
corbeilles,10
corquilleroy,12
cortrat,7
coudray,7
coudroy,7
coullons,8
coulmiers,9
courcelles,10
courcy-aux-loges,16
courtemaux,10
courtempierre,13
courtenay,9
cravant,7
crottes-en-pithiverais,22
dadonville,10
dammarie-en-puisaye,19
dammarie-sur-loing,18
dampierre-en-burly,18
darvoy,6
desmonts,8
dimancheville,13
donnery,7
dordives,8
douchy,6
dry,3
echilleuses,11
egry,4
engenville,10
epieds-en-beauce,16
erceville,9
ervauville,10
escrennes,9
escrignelles,12
estouy,6
faverelles,10
fay-aux-loges,13
feins-en-gatinais,17
ferolles,8
ferrieres-en-gatinais,21
fleury-les-aubrais,18
fontenay-sur-loing,18
foucherolles,12
freville-du-gatinais,20
gaubertin,9
gemigny,7
germigny-des-pres,17
gidy,4
gien,4
girolles,8
givraines,9
gondreville,11
grangermont,11
greneville-en-beauce,20
griselles,9
guigneville,11
guilly,6
gy-les-nonains,14
huetre,6
huisseau-sur-mauves,19
ingrannes,9
ingre,5
intville-la-guetard,19
isdes,5
jargeau,7
jouy-en-pithiverais,19
jouy-le-potier,14
juranville,10
la-bussiere,11
la-chapelle-onzerain,20
la-chapelle-saint-mesmin,24
la-chapelle-saint-sepulcre,26
la-chapelle-sur-aveyron,23
la-cour-marigny,15
la-ferte-saint-aubin,20
la-neuville-sur-essonne,23
la-selle-en-hermoy,18
la-selle-sur-le-bied,20
laas,4
labrosse,8
ladon,5
lailly-en-val,13
langesse,8
le-bardon,9
le-bignon-mirabeau,18
le-charme,9
le-moulinet-sur-solin,21
leouville,9
les-bordes,10
les-choux,9
ligny-le-ribault,16
lion-en-beauce,14
lion-en-sullias,15
lombreuil,9
lorcy,5
lorris,6
loury,5
louzouer,8
mainvilliers,12
malesherbes,11
manchecourt,11
marcilly-en-villette,20
mardie,6
mareau-aux-bois,15
mareau-aux-pres,15
marigny-les-usages,18
marsainvilliers,15
melleroy,8
menestreau-en-villette,22
merinville,10
messas,6
meung-sur-loire,15
mezieres-en-gatinais,20
mezieres-lez-clery,18
migneres,8
mignerette,10
montargis,9
montbarrois,11
montbouy,8
montcorbon,10
montcresson,11
montereau,9
montigny,8
montliard,9
mormant-sur-vernisson,21
morville-en-beauce,18
moulon,6
nancray-sur-rimarde,19
nangeville,10
nargis,6
nesploy,7
neuville-aux-bois,17
neuvy-en-sullias,16
nevoy,5
nibelle,7
nogent-sur-vernisson,20
noyers,6
oison,5
olivet,6
ondreville-sur-essonne,22
orleans,7
ormes,5
orveau-bellesauve,17
orville,7
ousson-sur-loire,16
oussoy-en-gatinais,18
outarville,10
ouvrouer-les-champs,19
ouzouer-des-champs,18
ouzouer-sous-bellegarde,23
ouzouer-sur-loire,17
ouzouer-sur-trezee,18
pannecieres,11
pannes,6
patay,5
paucourt,8
pers-en-gatinais,16
pierrefitte-es-bois,19
pithiviers,10
pithiviers-le-vieil,19
poilly-lez-gien,15
prefontaines,12
presnoy,7
pressigny-les-pins,18
puiseaux,8
quiers-sur-bezonde,18
ramoulu,7
rebrechien,10
rouvray-sainte-croix,20
rouvres-saint-jean,18
rozieres-en-beauce,18
rozoy-le-vieil,14
ruan,4
saint-aignan-des-gues,21
saint-aignan-le-jaillard,24
saint-ay,8
saint-benoit-sur-loire,22
saint-brisson-sur-loire,23
saint-cyr-en-val,16
saint-denis-de-l-hotel,22
saint-denis-en-val,18
saint-firmin-des-bois,21
saint-firmin-sur-loire,22
saint-florent,13
saint-germain-des-pres,22
saint-gondon,12
saint-hilaire-les-andresis,26
saint-hilaire-saint-mesmin,26
saint-hilaire-sur-puiseaux,26
saint-jean-de-braye,19
saint-jean-de-la-ruelle,23
saint-jean-le-blanc,19
saint-loup-de-gonois,20
saint-loup-des-vignes,21
saint-lye-la-foret,18
saint-martin-d-abbat,20
saint-martin-sur-ocre,21
saint-maurice-sur-aveyron,25
saint-maurice-sur-fessard,25
saint-michel,12
saint-peravy-la-colombe,23
saint-pere-sur-loire,20
saint-pryve-saint-mesmin,24
saint-sigismond,15
sainte-genevieve-des-bois,25
sandillon,9
santeau,7
saran,5
sceaux-du-gatinais,18
seichebrieres,13
semoy,5
sennely,7
sermaises,9
sigloy,6
solterre,8
sougy,5
sully-la-chapelle,17
sully-sur-loire,15
sury-aux-bois,13
tavers,6
thignonville,12
thimory,7
thorailles,10
thou,4
tigy,4
tivernon,8
tournoisis,10
trainou,7
treilles-en-gatinais,20
trigueres,9
trinay,6
vannes-sur-cosson,17
varennes-changy,15
vennecy,7
vieilles-maisons-sur-joudry,27
vienne-en-val,13
viglain,7
villamblain,11
villemandeur,12
villemoutiers,13
villemurlin,11
villeneuve-sur-conie,20
villereau,9
villevoques,11
villorceau,10
vimory,6
vitry-aux-loges,15
vrigny,6
yevre-la-ville,14
albas,5
albiac,6
alvignac,8
anglars,7
anglars-juillac,15
anglars-nozac,13
arcambal,8
assier,6
aujols,6
autoire,7
aynac,5
bach,4
bagat-en-quercy,15
bagnac-sur-cele,15
baladou,7
bannes,6
beaumat,7
beauregard,10
beduer,6
belaye,6
belfort-du-quercy,17
belmont-bretenoux,17
belmont-sainte-foi,18
belmontet,9
berganty,8
bessonies,9
betaille,8
biars-sur-cere,14
bio,3
blars,5
boissieres,10
boussac,7
bouzies,7
brengues,8
bretenoux,9
cabrerets,9
cadrieu,7
cahors,6
cahus,5
caillac,7
cajarc,6
calamane,8
cales,5
calviac,7
calvignac,9
cambayrac,9
cambes,6
camboulit,9
camburat,8
caniac-du-causse,16
capdenac,8
carayac,7
cardaillac,10
carennac,8
carlucet,8
carnac-rouffiac,15
cassagnes,9
castelfranc,11
castelnau-montratier,20
catus,5
cavagnac,8
cazals,6
cazillac,8
cenevieres,10
cezac,5
cieurac,7
comiac,6
concores,8
concots,7
condat,6
corn,4
cornac,6
cours,5
couzou,6
cras,4
crayssac,8
cregols,7
cremps,6
cressensac,10
creysse,7
cuzac,5
cuzance,7
degagnac,8
douelle,7
duravel,7
durbans,7
escamps,7
esclauzels,10
espagnac-sainte-eulalie,23
espedaillac,11
espere,6
espeyroux,9
estal,5
fajoles,7
fargues,7
faycelles,9
felzins,7
figeac,6
flaugnac,8
flaujac-gare,12
flaujac-poujols,15
floirac,7
floressas,9
fons,4
fontanes,8
fontanes-du-causse,18
fourmagnac,10
francoules,10
frayssinet,10
frayssinet-le-gelat,19
frayssinhes,11
frontenac,9
gagnac-sur-cere,15
gignac,6
gigouzac,8
gindou,6
ginouillac,10
gintrac,7
girac,5
glanes,6
gorses,6
goujounac,9
gourdon,7
gramat,6
grealou,7
grezels,7
grezes,6
issendolus,10
issepts,7
labastide-du-haut-mont,22
labastide-du-vert,17
labastide-marnhac,17
labastide-murat,15
labathude,9
laburgade,9
lacam-d-ourcet,14
lacapelle-cabanac,17
lacapelle-marival,17
lacave,6
lachapelle-auzac,16
ladirat,7
lagardelle,10
lalbenque,9
lamagdelaine,12
lamativie,9
lamothe-cassel,14
lamothe-fenelon,15
lanzac,6
laramiere,9
larnagol,8
laroque-des-arcs,16
larroque-toirac,15
lascabanes,10
latouille-lentillac,19
latronquiere,12
lauresses,9
lauzes,6
laval-de-cere,13
lavercantiere,13
lavergne,8
le-bastit,9
le-boulve,9
le-bourg,8
le-bouyssou,11
le-montat,9
le-roc,6
le-vigan,8
lebreil,7
lentillac-du-causse,19
lentillac-saint-blaise,22
leobard,7
les-arques,10
les-junies,10
les-quatre-routes-du-lot,24
leyme,5
lherm,5
lhospitalet,11
limogne-en-quercy,17
linac,5
lissac-et-mouret,16
livernon,8
loubressac,10
loupiac,7
lugagnac,8
lunan,5
lunegarde,9
luzech,6
marcilhac-sur-cele,18
marminiac,9
martel,6
masclat,7
mauroux,7
maxou,5
mayrac,6
mayrinhac-lentour,17
mechmont,8
mercues,7
meyronne,8
miers,5
milhac,6
molieres,8
montamel,8
montbrun,8
montcabrier,11
montclera,9
montcuq,7
montdoumerc,11
montet-et-bouxal,16
montfaucon,10
montgesty,9
montlauzun,10
montredon,9
montvalent,10
nadaillac-de-rouge,18
nadillac,8
nuzejouls,9
orniac,6
padirac,7
parnac,6
payrac,6
payrignac,9
pern,4
pescadoires,11
peyrilles,9
pinsac,6
planioles,9
pomarede,8
pontcirq,8
pradines,8
prayssac,8
prendeignes,11
promilhanes,11
prudhomat,9
puy-l-eveque,12
puybrun,7
puyjourdes,10
quissac,7
rampoux,7
reilhac,7
reilhaguet,10
reyrevignes,11
rignac,6
rocamadour,10
rouffilhac,10
rudelle,7
rueyres,7
sabadel-latronquiere,20
sabadel-lauzes,14
saignes,7
saillac,7
saint-bressou,13
saint-caprais,13
saint-cere,10
saint-cernin,12
saint-chamarand,15
saint-chels,11
saint-cirgues,13
saint-cirq-lapopie,18
saint-cirq-madelon,18
saint-cirq-souillaguet,22
saint-clair,11
saint-cyprien,13
saint-daunes,12
saint-denis-catus,17
saint-denis-les-martel,22
saint-felix,11
saint-germain-du-bel-air,24
saint-gery,10
saint-hilaire,13
saint-jean-de-laur,18
saint-jean-lagineste,20
saint-jean-lespinasse,21
saint-jean-mirabel,18
saint-laurent-les-tours,23
saint-laurent-lolmie,20
saint-martin-de-vers,20
saint-martin-labouval,21
saint-martin-le-redon,21
saint-matre,11
saint-maurice-en-quercy,23
saint-medard,12
saint-medard-de-presque,23
saint-medard-nicourby,21
saint-michel-de-bannieres,25
saint-michel-loubejou,21
saint-pantaleon,15
saint-paul-de-loubressac,24
saint-paul-de-vern,18
saint-perdoux,13
saint-pierre-lafeuille,22
saint-pierre-toirac,19
saint-projet,12
saint-sauveur-la-vallee,23
saint-simon,11
saint-sozy,10
saint-sulpice,13
saint-vincent-du-pendit,23
saint-vincent-rive-d-olt,24
sainte-alauzie,14
sainte-colombe,14
sainte-croix,12
salviac,7
sarrazac,8
sauliac-sur-cele,16
saux,4
sauzet,6
senaillac-latronquiere,22
senaillac-lauzes,16
seniergues,10
serignac,8
sonac,5
soturac,7
soucirac,8
souillac,8
soulomes,8
sousceyrac,10
strenquels,10
tauriac,7
terrou,6
teyssieu,8
thedirac,8
thegra,6
themines,8
theminettes,11
tour-de-faure,13
touzac,6
trespoux-rassiels,17
ussel,5
uzech,5
vaillac,7
valprionde,10
valroufie,9
varaire,7
vaylats,7
vayrac,6
vers,4
viazac,6
vidaillac,9
villeseque,10
vire-sur-lot,12
agen,4
agme,4
agnac,5
aiguillon,9
allemans-du-dropt,17
allez-et-cazeneuve,18
allons,6
ambrus,6
andiran,7
antagnac,8
anthe,5
anzex,5
argenton,8
armillac,8
astaffort,9
aubiac,6
auradou,7
auriac-sur-dropt,16
bajamont,8
baleyssagues,12
barbaste,8
bazens,6
beaugas,7
beaupuy,7
beauville,9
beauziac,8
bias,4
birac-sur-trec,14
blanquefort-sur-briolance,25
blaymont,8
boe,3
bon-encontre,12
boudy-de-beauregard,19
bouglon,7
bourgougnague,13
bourlens,8
bournel,7
bourran,7
bousses,7
brax,4
bruch,5
brugnac,7
buzet-sur-baise,15
cahuzac,7
calignac,8
calonges,8
cambes,6
cancon,6
casseneuil,10
cassignas,9
castelculier,12
casteljaloux,12
castella,8
castelmoron-sur-lot,19
castelnau-sur-gupie,19
castelnaud-de-gratecambe,24
castillonnes,12
caubeyres,9
caubon-saint-sauveur,20
caudecoste,10
caumont-sur-garonne,19
cauzac,6
cavarc,6
cazideroque,11
clairac,7
clermont-dessous,16
clermont-soubiran,17
cocumont,8
colayrac-saint-cirq,19
condezaygues,12
coulx,5
courbiac,8
cours,5
couthures-sur-garonne,21
cuq,3
cuzorn,6
damazan,7
dausse,6
devillac,8
dolmayrac,9
dondas,6
doudrac,7
douzains,8
durance,7
duras,5
engayrac,8
escassefort,11
esclottes,9
espiens,7
estillac,8
fals,4
fargues-sur-ourbise,19
fauguerolles,12
fauillet,8
ferrensac,9
feugarolles,11
fieux,5
fongrave,8
foulayronnes,12
fourques-sur-garonne,20
francescas,10
frechou,7
fregimont,9
frespech,8
fumel,5
galapian,8
gaujac,6
gavaudun,8
gontaud-de-nogaret,18
granges-sur-lot,15
grateloup-saint-gayrand,23
grayssas,8
grezet-cavagnan,15
guerin,6
hautefage-la-tour,17
hautesvignes,12
houeilles,9
jusix,5
la-croix-blanche,16
la-reunion,10
la-sauvetat-de-saveres,22
la-sauvetat-du-dropt,20
la-sauvetat-sur-lede,20
labastide-castel-amouroux,25
labretonie,10
lacapelle-biron,15
lacaussade,10
lacepede,8
lachapelle,10
lafitte-sur-lot,15
lafox,5
lagarrigue,10
lagruere,8
lagupie,7
lalandusse,10
lamontjoie,10
lannes,6
laparade,8
laperche,8
laplume,7
laroque-timbaut,15
lasserre,8
laugnac,7
laussou,7
lauzun,6
lavardac,8
lavergne,8
layrac,6
le-mas-d-agenais,16
le-passage,10
le-temple-sur-lot,17
ledat,5
levignac-de-guyenne,19
leyritz-moncassin,17
longueville,11
loubes-bernac,13
lougratte,9
lusignan-petit,14
madaillan,9
marcellus,9
marmande,8
marmont-pachas,14
masquieres,10
massels,7
massoules,9
mauvezin-sur-gupie,18
mazieres-naresse,16
meilhan-sur-garonne,19
mezin,5
miramont-de-guyenne,19
moirax,6
monbahus,8
monbalen,8
moncaut,7
monclar,7
moncrabeau,10
monflanquin,11
mongaillard,11
monheurt,8
monsegur,8
monsempron-libos,16
montagnac-sur-auvignon,22
montagnac-sur-lede,18
montastruc,10
montauriol,10
montaut,7
montayral,9
montesquieu,11
monteton,8
montignac-de-lauzun,19
montignac-toupinerie,20
montpezat,9
montpouillan,12
monviel,7
moulinet,8
moustier,8
nerac,5
nicole,6
nomdieu,7
pailloles,9
pardaillan,10
parranquet,10
paulhiac,8
penne-d-agenais,15
peyriere,8
pinderes,8
pinel-hauterive,15
pompiey,7
pompogne,8
pont-du-casse,13
port-sainte-marie,17
poudenas,8
poussignac,10
prayssas,8
puch-d-agenais,14
pujols,6
puymiclan,9
puymirol,8
puysserampion,13
rayet,5
razimet,7
reaup-lisse,11
rives,5
romestaing,10
roquefort,9
roumagne,8
ruffiac,7
saint-antoine-de-ficalba,24
saint-astier,12
saint-aubin,11
saint-avit,10
saint-barthelemy-d-agenais,26
saint-caprais-de-lerm,21
saint-colomb-de-lauzun,22
saint-etienne-de-fougeres,25
saint-etienne-de-villereal,26
saint-eutrope-de-born,21
saint-front-sur-lemance,23
saint-georges,13
saint-geraud,12
saint-hilaire-de-lusignan,25
saint-jean-de-duras,19
saint-jean-de-thurac,20
saint-laurent,13
saint-leger,11
saint-leon,10
saint-martin-curton,19
saint-martin-de-beauville,25
saint-martin-de-villereal,25
saint-martin-petit,18
saint-maurice-de-lestapel,25
saint-maurin,12
saint-nicolas-de-la-balerme,27
saint-pardoux-du-breuil,23
saint-pardoux-isaac,19
saint-pastour,13
saint-pe-saint-simon,20
saint-pierre-de-buzet,21
saint-pierre-de-clairac,23
saint-pierre-sur-dropt,22
saint-quentin-du-dropt,22
saint-robert,12
saint-romain-le-noble,21
saint-salvy,11
saint-sardos,12
saint-sauveur-de-meilhan,24
saint-sernin,12
saint-sixte,11
saint-sylvestre-sur-lot,23
saint-urcisse,13
saint-vincent-de-lamontjoie,27
saint-vite,10
sainte-bazeille,15
sainte-colombe-de-duras,23
sainte-colombe-de-villeneuve,28
sainte-colombe-en-bruilhois,27
sainte-gemme-martaillac,23
sainte-livrade-sur-lot,22
sainte-marthe,13
sainte-maure-de-peyriac,23
salles,6
samazan,7
saumejan,8
saumont,7
sauvagnas,9
sauveterre-la-lemance,21
sauveterre-saint-denis,22
savignac-de-duras,17
savignac-sur-leyze,18
segalas,7
sembas,6
senestis,8
serignac-peboudou,17
serignac-sur-garonne,20
seyches,7
sos,3
soumensac,9
taillebourg,11
tayrac,6
thezac,6
thouars-sur-garonne,19
tombeboeuf,10
tonneins,8
tourliac,8
tournon-d-agenais,17
tourtres,8
tremons,7
trentels,8
vares,5
verteuil-d-agenais,18
vianne,6
villebramar,11
villefranche-du-queyran,23
villeneuve-de-duras,19
villeneuve-sur-lot,18
villereal,9
villeton,8
virazeil,8
xaintrailles,12
albaret-le-comtal,17
albaret-sainte-marie,20
allenc,6
altier,6
antrenas,8
arzenc-d-apcher,15
arzenc-de-randon,16
aumont-aubrac,13
auroux,6
badaroux,8
bagnols-les-bains,17
balsieges,9
banassac,8
barjac,6
barre-des-cevennes,18
bassurels,9
bedoues,7
belvezet,8
blavignac,9
brenoux,7
brion,5
canilhac,8
cassagnas,9
chadenet,8
chambon-le-chateau,18
chanac,6
chasserades,11
chastanier,10
chastel-nouvel,14
chateauneuf-de-randon,21
chauchailles,12
chaudeyrac,10
chaulhac,8
cheylard-l-eveque,17
chirac,6
cocures,7
cubieres,8
cubierettes,11
cultures,8
esclanedes,10
estables,8
fau-de-peyre,12
florac,6
fontanes,8
fontans,7
fournels,8
fraissinet-de-fourques,22
fraissinet-de-lozere,20
gabriac,7
gabrias,7
gatuzieres,10
grandrieu,9
grandvals,9
grezes,6
hures-la-parade,15
ispagnac,8
javols,6
julianges,9
la-bastide-puylaurent,21
la-canourgue,12
la-chaze-de-peyre,17
la-fage-montivernoux,20
la-fage-saint-julien,20
la-malene,9
la-panouse,10
la-salle-prunet,15
la-tieule,9
la-villedieu,12
lachamp,7
lajo,4
langogne,8
lanuejols,9
laubert,7
laval-atger,11
laval-du-tarn,13
le-bleymard,11
le-born,7
le-buisson,10
le-collet-de-deze,17
le-malzieu-forain,17
le-malzieu-ville,16
le-massegros,12
le-monastier-pin-mories,23
le-pompidou,11
le-pont-de-montvert,19
le-recoux,9
le-rozier,9
les-bessons,11
les-bondons,11
les-hermaux,11
les-laubies,11
les-monts-verts,15
les-salces,10
les-salelles,12
les-vignes,10
luc,3
malbouzon,9
marchastel,10
marvejols,9
mas-d-orcieres,14
mas-saint-chely,15
mende,5
meyrueis,8
moissac-vallee-francaise,24
molezon,7
montbel,7
montbrun,8
montrodat,9
nasbinals,9
naussac,7
noalhac,7
palhers,7
paulhac-en-margeride,20
pelouse,7
pied-de-borne,13
pierrefiche,11
pourcharesses,13
prevencheres,12
prinsuejols,11
prunieres,9
quezac,6
recoules-d-aubrac,17
recoules-de-fumas,17
ribennes,8
rieutort-de-randon,18
rimeize,7
rocles,6
rousses,7
saint-alban-sur-limagnole,25
saint-amans,11
saint-andeol-de-clerguemort,27
saint-andre-capceze,19
saint-andre-de-lancize,22
saint-bauzile,13
saint-bonnet-de-chirac,22
saint-bonnet-de-montauroux,26
saint-chely-d-apcher,20
saint-denis-en-margeride,24
saint-etienne-du-valdonnez,26
saint-etienne-vallee-francaise,30
saint-flour-de-mercoire,23
saint-frezal-d-albuges,22
saint-frezal-de-ventalon,24
saint-gal,9
saint-georges-de-levejac,24
saint-germain-de-calberte,25
saint-germain-du-teil,21
saint-hilaire-de-lavit,22
saint-jean-la-fouillouse,24
saint-juery,11
saint-julien-d-arpaon,21
saint-julien-des-points,23
saint-julien-du-tournel,23
saint-laurent-de-muret,22
saint-laurent-de-treves,23
saint-laurent-de-veyres,23
saint-leger-de-peyre,20
saint-leger-du-malzieu,22
saint-martin-de-boubaux,23
saint-martin-de-lansuscle,25
saint-maurice-de-ventalon,25
saint-michel-de-deze,20
saint-paul-le-froid,19
saint-pierre-de-nogaret,23
saint-pierre-des-tripiers,25
saint-pierre-le-vieux,21
saint-privat-de-vallongue,25
saint-privat-du-fau,19
saint-rome-de-dolan,19
saint-saturnin,14
saint-sauveur-de-ginestoux,26
saint-sauveur-de-peyre,22
saint-symphorien,16
sainte-colombe-de-peyre,23
sainte-croix-vallee-francaise,29
sainte-enimie,13
sainte-eulalie,14
sainte-helene,13
serverette,10
servieres,9
termes,6
trelans,7
vebron,6
vialas,6
villefort,9
allonnes,8
ambillou-chateau,16
andard,6
andigne,7
andreze,7
angers,6
angrie,6
antoigne,8
armaille,8
artannes-sur-thouet,19
aubigne-sur-layon,17
auverse,7
avire,5
