rewrite,nom_ville_impr1,nom_ville_impr2,nomcaractère
ambarroise,Ambérieu-en-Bugey,
ambarroise,Ambérieux-en-Dombes,
ambleonaise,Ambléon,
ambrunoise,Ambronay,
butriane,Ambutrix,
clafordane,Anglefort,
randaoillarde,Aranc,
arandassienne,Arandas,
arbanaise,Arbent,
arbignolane,Arbignieu,
arbigneronne,Arbigny,
argissienne,Argis,
armixoise,Armix,
arsoise,Ars-sur-Formans,
artemarienne,Artemare,
asnieroise,Asnières-sur-Saône,
bagesienne,Bâgé-la-Ville,
bagesienne,Bâgé-le-Châtel,
balanaise,Balan,
athanienne,Baneins,
beaupontoise,Beaupont,
beauregardienne,Beauregard,
belignarde,Béligneux,
bellegardienne,Bellegarde-sur-Valserine,
belleysanne,Belley,
belleydousane,Belleydoux,
belmontaise,Belmont-Luthézieu,
benoncarde,Bénonces,
beneenne,Bény,
beonaise,Béon,
bettaniere,Bettant,
begienne,Bey,
beynolane,Beynost,
billiatuse,Billiat,
birotane,Birieux,
biziatie,Biziat,
blyarde,Blyes,
bolozonnaise,Bolozon,
boulignarde,Bouligneux,
burgienne,Bourg-en-Bresse,
bourtoire,Bourg-Saint-Christophe,
burhine,Boz,
brenazienne,Brénaz,
brenodienne,Brénod,
breniarde,Brens,
bressollande,Bressolles,
brionnaise,Brion,
briolande,Briord,
buellassienne,Buellas,
ceigneuse,Ceignes,
cerdonnaise,Cerdon,
certinoise,Certines,
cessienne,Cessy,
ceyzeriacoise,Ceyzériat,
ceyzeriolane,Ceyzérieu,
chalamontaise,Chalamont,
chalinoise,Chaleins,
chaleysienne,Chaley,
chaleenne,Challes-la-Montagne,
challaisienne,Challex,
champenoise,Champagne-en-Valromey,
cambotte,Champdor,
champfromerande,Champfromier,
chanerue,Chanay,
chaneinoise,Chaneins,
chanozienne,Chanoz-Châtenay,
chariane,Charix,
charnozienne,Charnoz-sur-Ain,
chateaugaillardane,Château-Gaillard,
chatenaysienne,Châtenay,
chatillonnaise,Châtillon-en-Michaille,
chatillonnaise,Châtillon-la-Palud,
chatillonnaise,Châtillon-sur-Chalaronne,
chavannoise,Chavannes-sur-Reyssouze,
chavannaise,Chavannes-sur-Suran,
bondolane,Chazey-Bons,
chazeyenne,Chazey-sur-Ain,
cheignieulate,Cheignieu-la-Balme,
chevroutie,Chevroux,
chevryzienne,Chevry,
chezerande,Chézery-Forens,
severine,Civrieux,
cizoise,Cize,
cleyzolette,Cleyzieu,
colignoise,Coligny,
collongeoise,Collonges,
colomiarde,Colomieu,
conandaise,Conand,
condaminoise,Condamine,
conduxienne,Condeissiat,
confordiere,Confort,
confranconnaise,Confrançon,
controvolate,Contrevoz,
conzolarde,Conzieu,
corcellane,Corcelles,
corlierone,Corlier,
cormaranchoise,Cormaranche-en-Bugey,
cormoranchoise,Cormoranche-sur-Saône,
cormozienne,Cormoz,
curtivessienne,Corveissiat,
curtimengienne,Courmangoux,
crassoise,Cras-sur-Reyssouze,
crottassise,Crottet,
cruzillarde,Cruzilles-lès-Mépillat,
culozienne,Culoz,
curciatie,Curciat-Dongalon,
cuziolane,Cuzieu,
dagnarde,Dagneux,
divonnaise,Divonne-les-Bains,
dommartinoise,Dommartin,
dompierroise,Dompierre-sur-Chalaronne,
dompierroise,Dompierre-sur-Veyle,
domsuroise,Domsure,
dortannaise,Dortan,
douvroise,Douvres,
dromniere,Drom,
echallonnaise,Echallon,
chenevessienne,Echenevex,
etrezienne,Etrez,
evosgienne,Evosges,
faramandarde,Faramans,
farinoise,Fareins,
fargeoise,Farges,
feillendite,Feillens,
ferneysienne,Ferney-Voltaire,
flaxiolane,Flaxieu,
foissiatie,Foissiat,
franvernoise,Frans,
genolienne,Genouilleux,
germanoise,Germagnat,
gessienne,Gex,
gironnaise,Giron,
gorrevoutie,Gorrevod,
corentine,Grand-Corent,
griegeoise,Grièges,
grillerande,Grilly,
guerinoise,Guéreins,
altacurcienne,Hautecourt-Romanèche,
hautevilloise,Hauteville-Lompnes,
izernoise,Izernore,
izieulante,Izieu,
jassannaise,Jassans-Riottier,
jasseronnaise,Jasseron,
journanaise,Journans,
joliacoise,Joyeux,
sussurienne,Jujurieux,
abergementaise,L'Abergement-de-Varey,
buissarde,"La Boisse",
burbanchoise,"La Burbanche",
chatelardoise,"La Chapelle-du-Châtelard",
tranclerienne,"La Tranclière",
balmerane,Labalme,
lagnolane,Lagnieu,
laizienne,Laiz,
lalleyriatiere,Lalleyriat,
lancranaise,Lancrans,
begueline,Lantenay,
perousarde,Lapeyrouse,
lavortine,Lavours,
montilienne,"Le Montellier",
plantaysienne,"Le Plantay",
poizatiere,"Le Poizat",
leazienne,Léaz,
lelerande,Lélex,
lentaise,Lent,
neyrollane,"Les Neyrolles",
lescherouxienne,Lescheroux,
leymentaise,Leyment,
hospitaliere,Lhôpital,
chicaneuse,Lochieu,
