rewrite,gentile_f_ville,nbre_car
usseloise,Usseloise,9
ussonnaise,Ussonnaise,10
valdiviennoise,Valdiviennoise,14
varennoise,Varennoise,10
valoise,Valoise,7
vauxoise,Vauxoise,8
vellechoise,Vellèchoise,11
vendeuvraise,Vendeuvraise,12
vernonaise,Vernonaise,10
verrieroise,Verriéroise,11
verrucoise,Verrucoise,10
vezieroise,Veziéroise,10
vicquoise,Vicquoise,9
villemortoise,Villemortoise,13
vivonnoise,Vivonnoise,10
vouglaisienne,Vouglaisienne,13
voulemoise,Voulemoise,10
voulonnaise,Voulonnaise,11
vouneuilloise,Vouneuilloise,13
vouneuilloise,Vouneuilloise,13
vouzaillaise,Vouzaillaise,12
aixoise,Aixoise,7
ambazacoise,Ambazacoise,11
arnacoise,Arnacoise,9
augnarde,Augnarde,8
auretoise,Aurétoise,9
azataux,Azataux,7
balledenchonne,Balledenchonne,14
bellachonne,Bellachonne,11
berneuillaise,Berneuillaise,13
bersacoise,Bersacoise,10
bessinaude,Bessinaude,10
beynacoise,Beynacoise,10
blanzaniere,Blanzanière,11
blonneau,Blonneau,8
boisseuillaise,Boisseuillaise,14
bonnacoise,Bonnacoise,10
bosmiaude,Bosmiaude,9
breuilaufaise,Breuilaufaise,13
bussieraude,Bussiéraude,11
bussieroise,Bussiéroise,11
bussierote,Bussiérote,10
chaillacoise,Chaillacoise,12
chalusienne,Chalusienne,11
champsacoise,Champsacoise,12
catalacoise,Catalacoise,11
chatelaude,Châtelaude,10
castelneuvienne,Castelneuvienne,15
chatelaude,Châtelaude,10
cheissounaude,Cheissounaude,13
cheronnacaise,Chéronnacaise,13
cielloise,Cielloise,9
compreignacoise,Compreignacoise,15
condatoise,Condatoise,10
coussacoise,Coussacoise,11
couzeixoise,Couzeixoise,11
cromachonne,Cromachonne,11
cussacoise,Cussacoise,10
darnachaude,Darnachaude,11
dinsacoise,Dinsacoise,10
dompsoise,Dompsoise,9
dournazacoise,Dournazacoise,13
drouniere,Drounière,9
eyboulevoise,Eyboulevoise,12
esgalonienne,Esgalonienne,12
pelaude,Pelaude,7
feytiacoise,Feytiacoise,11
flavignacoise,Flavignacoise,13
follaise,Follaise,8
fromentale,Fromentale,10
glandonaise,Glandonaise,11
gorroise,Gorroise,8
isloise,Isloise,7
jabreillaude,Jabreillaude,12
janailhacoise,Janailhacoise,13
jouacaise,Jouacaise,9
jourgnacoise,Jourgnacoise,12
bazeugeoise,Bazeugeoise,11
chapelaude,Chapelaude,10
croisillaude,Croisillaude,12
cronaude,Cronaude,8
geneytousoise,Geneytousoise,13
joncheroise,Jonchéroise,11
meyzaise,Meyzaise,8
porchariaux,Porchariaux,11
rouchaude,Rouchaude,9
ladignacoise,Ladignacoise,12
laurieroise,Lauriéroise,11
buinaude,Buinaude,8
peyrouliere,Peyroulière,11
dorachonne,Dorachonne,10
palaisienne,Palaisienne,11
billangeotte,Billangeotte,12
chezalienne,Chézalienne,11
limougeaude,Limougeaude,11
linardaise,Linardaise,10
lussacoise,Lussacoise,10
magnacaux,Magnacaux,9
magnachonne,Magnachonne,11
marvalaise,Marvalaise,10
meilhacoise,Meilhacoise,11
meuzacoise,Meuzacoise,10
mezieraude,Méziéraude,10
mortemartoise,Mortemartoise,13
nantiaude,Nantiaude,9
neddoise,Neddoise,8
neuvicoise,Neuvicoise,10
nexonnaise,Nexonnaise,10
nieuloise,Nieuloise,9
nouaijaude,Nouaijaude,10
radounale,Radounale,9
oratorienne,Oratorienne,11
pageacienne,Pageacienne,11
panazolaise,Panazolaise,11
peyrachonne,Peyrachonne,11
peyratoise,Peyratoise,10
peyrilhacoise,Peyrilhacoise,13
pierre-buffieroise,Pierre-Buffiéroise,18
ranconniere,Ranconnière,11
razelaude,Razelaude,9
rilhacoise,Rilhacoise,10
rochechouartaise,Rochechouartaise,16
roussacoise,Roussacoise,11
saillataise,Saillataise,11
auventaise,Auventaise,10
saint-barbanteau,Saint-Barbanteau,16
saint-bricoise,Saint-Briçoise,14
saint-gencoise,Saint-Gençoise,14
georgeoise,Georgeoise,10
saint-germinoise,Saint-Germinoise,16
treilhilairoise,Treilhilairoise,15
placeaude,Placeaude,9
saint-juniaude,Saint-Juniaude,14
marteloise,Marteloise,10
laurentaise,Laurentaise,11
saint-legeoise,Saint-Légeoise,14
miauletoune,Miaulétoune,11
mathuseenne,Mathuséenne,11
pardoulacoise,Pardoulacoise,13
saint-paulaise,Saint-Paulaise,14
oulieroise,Ouliéroise,10
saint-sorniaude,Saint-Sorniaude,15
saint-sulpicienne,Saint-Sulpicienne,17
saint-victurniaude,Saint-Victurniaude,18
aredienne,Arédienne,9
sauvigeoise,Sauvigeoise,11
sereilhacoise,Séreilhacoise,13
solignacoise,Solignacoise,12
sussacoise,Sussacoise,10
tersannaude,Tersannaude,11
thiachonne,Thiachonne,10
vaurinaux,Vaurinaux,9
vayroise,Vayroise,8
verneuillaise,Verneuillaise,13
veyracoise,Veyracoise,10
vicquoise,Vicquoise,9
villefavardaise,Villefavardaise,15
ahevilloise,Ahévilloise,11
aingevilloise,Aingevilloise,13
ainvelloise,Ainvelloise,11
hilarismontaise,Hilarismontaise,15
ambacurtienne,Ambacurtienne,13
anglemontaise,Anglemontaise,13
aulnoise,Aulnoise,8
aouzienne,Aouzienne,9
archeenne,Archéenne,9
archettoise,Archettoise,11
aruffienne,Aruffienne,10
arrentaise,Arrentaise,10
attignevilloise,Attignévilloise,15
attignienne,Attignienne,11
azmontaine,Azmontaine,10
revoise,Revoise,7
alteravilloise,Alteravilloise,14
altericienne,Altéricienne,12
auzainvillaraise,Auzainvillaraise,16
avilleroise,Avilleroise,11
avrainvilloise,Avrainvilloise,14
avranvilloise,Avranvilloise,13
aydoillienne,Aydoillienne,12
balneenne,Balnéenne,9
bainvilloise,Bainvilloise,12
berlevilloise,Berlevilloise,13
ban-de-lavelinoise,Ban-de-Lavelinoise,18
barvilloise,Barvilloise,11
bassuroise,Bassuroise,10
baldericurtienne,Baldéricurtienne,16
tamboise,Tamboise,8
basognacienne,Basognacienne,13
barizienne,Barizienne,10
bazoillaise,Bazoillaise,11
bazouillarde,Bazouillarde,12
beaufremontaise,Beaufremontaise,15
begnecurtienne,Bégnécurtienne,14
bellifontaine,Bellifontaine,13
belmontaise,Belmontaise,11
belmontoise,Belmontoise,11
belmontoise,Belmontoise,11
belruptienne,Belruptienne,12
bertrimonasterienne,Bertrimonastérienne,19
bettoncourtienne,Bettoncourtienne,16
biecurtienne,Biécurtienne,12
biffontenoise,Biffontenoise,13
bleurvilloise,Bleurvilloise,13
bocquenoise,Bocquenoise,11
bouxieroise,Bouxiéroise,11
bouxurulloise,Bouxurulloise,13
bouzemontoise,Bouzemontoise,13
brantignote,Brantignote,11
brechainvilloise,Bréchainvilloise,16
brouvilloise,Brouvilloise,12
bruse,Bruse,5
bruyeroise,Bruyéroise,10
bulgnevilloise,Bulgnévilloise,14
bultoise,Bultoise,8
bussenette,Bussenette,10
celloise,Celloise,8
certilloise,Certilloise,11
chamagnonne,Chamagnonne,11
chantrainoise,Chantrainoise,13
carpinienne,Carpinienne,11
charmoisienne,Charmoisienne,13
chatelloise,Châtelloise,11
castinienne,Castinienne,11
chatillonnaise,Châtillonnaise,14
chauffecourtienne,Chauffecourtienne,17
calmosienne,Calmosienne,11
chavelotaise,Chavelotaise,12
chnerant,Chnérant,8
circourtienne,Circourtienne,13
circusienne,Circusienne,11
claudonnaise,Claudonnaise,12
clercycurtienne,Clercycurtienne,15
cleurisienne,Cleurisienne,12
conchoise,Conchoise,9
colreenne,Colréenne,9
combrimontaise,Combrimontaise,14
contrexevilloise,Contrexévilloise,16
forfelaise,Forfelaise,10
counehette,Counehette,10
courcelloise,Courcelloise,12
coussetoise,Coussetoise,11
crainvilloise,Crainvilloise,13
damacene,Damacène,8
damblinoise,Damblinoise,11
darneenne,Darnéenne,9
darneenne,Darnéenne,9
darnieullienne,Darnieullienne,14
deinvillaraise,Deinvillaraise,14
denipairienne,Denipairienne,13
derbamontaise,Derbamontaise,13
deycimontaise,Deycimontaise,13
deyvilloise,Deyvilloise,11
dignonvilloise,Dignonvilloise,14
docelloise,Docelloise,10
bianloute,Bianloute,9
dombasloise,Dombasloise,11
dombasloise,Dombasloise,11
dombricienne,Dombricienne,12
dombrotienne,Dombrotienne,12
avieroise,Aviéroise,9
dommartinoise,Dommartinoise,13
picosee,Picosée,7
dommartinoise,Dommartinoise,13
dompairoise,Dompairoise,11
dompierroise,Dompierroise,12
domptailloise,Domptailloise,13
domremoise,Domrémoise,10
domvalloise,Domvalloise,11
dounousienne,Dounousienne,12
loyas,Loyas,5
spinalienne,Spinalienne,11
esclonienne,Esclonienne,11
esleysienne,Esleysienne,11
essegonienne,Essegonienne,12
estrennoise,Estrennoise,11
stivalienne,Stivalienne,11
valmeniloise,Valméniloise,12
falconoise,Falconoise,10
faysienne,Faysienne,9
ferdrupeenne,Ferdrupéenne,12
fignevelloise,Fignévelloise,13
fimeniloise,Fiméniloise,11
floremonte,Florémonte,10
fontecastrienne,Fontecastrienne,15
fraxinienne,Fraxinienne,11
frebecourtoise,Frebécourtoise,14
fremifontainoise,Frémifontainoise,16
fresnellienne,Fresnellienne,13
fressiote,Fressiote,9
tamboise,Tamboise,8
geromoise,Géromoise,9
gerbamontoise,Gerbamontoise,13
forfelette,Forfelette,10
girancourtoise,Girancourtoise,14
girmontaise,Girmontaise,11
girmontoise,Girmontoise,11
gironcourtienne,Gironcourtienne,15
golbeenne,Golbéenne,9
grandvilloise,Grandvilloise,13
gringeaude,Gringeaude,10
hadolaise,Hadolaise,9
hagecurtienne,Hagécurtienne,13
haillainvilloise,Haillainvilloise,16
harevilloise,Harévilloise,12
harolaise,Harolaise,9
harsalcienne,Harsalcienne,12
hennecurtienne,Hennécurtienne,14
hennezeloise,Hennezeloise,12
warhericurtienne,Warhericurtienne,16
housserassienne,Housserassienne,15
hurbachoise,Hurbachoise,11
hymontaise,Hymontaise,10
heredienne,Hérédienne,10
ischoise,Ischoise,8
jeanmeniloise,Jeanméniloise,13
jesonvilloise,Jésonvilloise,13
juvaincurtienne,Juvaincurtienne,15
argentoise,Argentoise,10
bourgoncoise,Bourgonçoise,12
bressaude,Bressaude,9
cruciminoise,Cruciminoise,12
forgeronne,Forgeronne,10
husselette,Husselette,10
novavilloise,Novavilloise,12
petit-raonnaise,Petit-Raonnaise,15
veprienne,Véprienne,9
lamarchoise,Lamarchoise,11
landavilloise,Landavilloise,13
lavalloise,Lavalloise,10
lavelinoise,Lavelinoise,11
beulesienne,Beulésienne,11
guedonne,Guédonne,8
salcynienne,Salcynienne,11
syndicienne,Syndicienne,11
thillotine,Thillotine,10
cafrane,Cafrane,7
ajolaise,Ajolaise,8
valtinoise,Valtinoise,10
vermontoise,Vermontoise,11
legevilloise,Legevilloise,12
lepangeoise,Lépangeoise,11
forgeronne,Forgeronne,10
poleroise,Poléroise,9
valloisienne,Valloisienne,12
voivraise,Voivraise,9
pouhas,Pouhas,6
liffoloise,Liffoloise,10
lignevilloise,Lignévilloise,13
longchanaise,Longchanaise,12
lussoise,Lussoise,8
maconcurtienne,Maconcurtienne,14
lamadonienne,Lamadonienne,12
madresey,Madrésey,8
marainvilloise,Marainvilloise,14
octodurienne,Octodurienne,12
martinvilloise,Martinvilloise,14
mattaincurtienne,Mattaincurtienne,16
mazurienne,Mazurienne,10
medonvilloise,Médonvilloise,13
meniloise,Meniloise,9
meniloise,Méniloise,9
midrevallienne,Midrevallienne,14
mirecurtienne,Mirecurtienne,13
monthecursienne,Monthecursienne,15
monthurolaise,Monthurolaise,13
mormageonne,Mormageonne,11
morivilloise,Morivilloise,12
motonnaise,Motonnaise,10
morvilloise,Morvilloise,11
mousseenne,Mousséenne,10
medianimonasterienne,Médianimonastérienne,20
nayemontaise,Nayemontaise,12
neocastrienne,Néocastrienne,13
nomexeenne,Nomexéenne,10
norpadienne,Norpadienne,11
nonvilloise,Nonvilloise,11
nonzevilloise,Nonzevilloise,13
nogaretienne,Nogaretienne,12
oellevilloise,Oëllevilloise,13
offroicurienne,Offroicurienne,14
oncourtoise,Oncourtoise,11
padosellienne,Padosellienne,13
paresienne,Parésienne,10
petrafictaine,Pétrafictaine,13
plainfinoise,Plainfinoise,12
pluvuisienne,Pluvuisienne,12
plombinoise,Plombinoise,11
pompetrussienne,Pompétrussienne,15
portessienne,Portessienne,12
porsuavitaine,Porsuavitaine,13
pexeenne,Pexéenne,8
provencheroise,Provenchéroise,14
racecurtienne,Racécurtienne,13
rainvilloise,Rainvilloise,12
rambuvetaise,Rambuvetaise,12
ramecurtienne,Ramecurtienne,13
ramoncenaise,Ramoncenaise,12
raonnaise,Raonnaise,9
raonnaise,Raonnaise,9
raonnaise,Raonnaise,9
rebeuvilloise,Rebeuvilloise,13
regnevelloise,Regnévelloise,13
rehaincourtoise,Rehaincourtoise,15
relangeoise,Relangeoise,11
romarimontaine,Romarimontaine,14
remoncourtoise,Remoncourtoise,14
removilloise,Removilloise,12
robecourtoise,Robécourtoise,13
rochenate,Rochenate,9
rollainvilloise,Rollainvilloise,15
romontoise,Romontoise,10
roburienne,Roburienne,10
roburienne,Roburienne,10
rozeroise,Rozéroise,9
ruppine,Ruppine,7
ruppeenne,Ruppéenne,9
stamesienne,Stamésienne,11
saint-baslemontaise,Saint-Baslemontaise,19
benedictine,Bénédictine,11
deodatienne,Déodatienne,11
stephanoise,Stéphanoise,11
gorgonnaise,Gorgonnaise,11
ormontaise,Ormontaise,10
leonardienne,Léonardienne,12
fremise,Fremise,7
michelloise,Michelloise,11
navoiriaude,Navoiriaude,11
odeenne,Odéenne,7
paulinienne,Paulinienne,11
saint-remimontoise,Saint-Remimontoise,18
saint-remoise,Saint-Rémoise,13
margaritienne,Margaritienne,13
sancheenne,Sanchéenne,10
sandaucurtienne,Sandaucurtienne,15
sapoisienne,Sapoisienne,11
sartoise,Sartoise,8
salixienne,Salixienne,10
saulxuronne,Saulxuronne,11
saulxuronne,Saulxuronne,11
sauvilloise,Sauvilloise,11
senaidoise,Senaidoise,10
senonaise,Senonaise,9
senongeoise,Senongeoise,11
seraumontaise,Seraumontaise,13
sionnarde,Sionnarde,9
sunnicurtienne,Sunnicurtienne,14
suriauvilloise,Suriauvilloise,14
taintrusienne,Taintrusienne,13
todas,Todas,5
thaonnaise,Thaonnaise,10
thiou,Thiou,5
kedale,Kédale,6
thiraucurtienne,Thiraucurtienne,15
thegulenienne,Thégulénienne,13
totainvilloise,Totainvilloise,14
tremonzeenne,Trémonzéenne,12
ubeceenne,Ubecéenne,9
urimeniloise,Uriméniloise,12
ursignienne,Ursignienne,11
manuzienne,Manuzienne,10
voinraude,Voinraude,9
varmonzeyeille,Varmonzeyeille,14
vaudevilloise,Vaudévilloise,13
valdoncurtienne,Valdoncurtienne,15
vaxoncurtienne,Vaxoncurtienne,14
picosee,Picosée,7
veternate,Véternate,9
viscarienne,Viscarienne,11
vilaine,Vilaine,7
villeroise,Villeroise,10
villottoise,Villottoise,11
vimeniloise,Viméniloise,11
vinceenne,Vincéenne,9
vialdircurtienne,Vialdircurtienne,16
viamancilienne,Viamancilienne,14
vittelloise,Vittelloise,11
vivaroise,Vivaroise,9
vomecourtoise,Vomécourtoise,13
vrecourcienne,Vrécourcienne,13
vrovilloise,Vrovilloise,11
heffielee,Heffiélée,9
rupeaine,Rupéaine,8
xaronvaux,Xaronvaux,9
xertinoise,Xertinoise,10
xonrupeenne,Xonrupéenne,11
zincurtienne,Zincurtienne,12
accoloise,Accoloise,9
aigremontoise,Aigremontoise,13
aillantaise,Aillantaise,11
asiacaise,Asiacaise,9
anceacquaise,Ancéacquaise,12
anceaquaise,Ancéaquaise,11
androgienne,Androgienne,11
angelienne,Angélienne,10
anneenne,Annéenne,8
annaysienne,Annaysienne,11
anneotienne,Annéotienne,11
annouxoise,Annouxoise,10
eponienne,Eponienne,9
arcoise,Arçoise,7
arcyate,Arcyate,7
argancaise,Argançaise,10
argentolienne,Argentolienne,13
armelienne,Armélienne,10
arthonnaisienne,Arthonnaisienne,15
asquinoise,Asquinoise,10
augycoise,Augycoise,9
auxerroise,Auxerroise,10
avallonnaise,Avallonnaise,12
balneotienne,Balnéotienne,12
baonoise,Baonoise,8
bassolienne,Bassolienne,11
bazarnaise,Bazarnaise,10
beaumontoise,Beaumontoise,12
belloviderienne,Bellovidérienne,15
beinoise,Beinoise,8
bellechaumiere,Bellechaumière,14
beonaise,Béonaise,8
bernouillaise,Bernouillaise,13
bessyate,Bessyate,8
beugnonaise,Beugnonaise,11
bierraise,Bierraise,9
blacycoise,Blacycoise,10
bleignacoise,Bleignacoise,12
blenavienne,Blénavienne,11
boeuroise,Boeuroise,9
bonnartoise,Bonnartoise,11
branchoise,Branchoise,10
brannaysienne,Brannaysienne,13
brienonnaise,Brienonnaise,12
brionaise,Brionaise,9
brossarde,Brossarde,9
buxenoise,Buxenoise,9
bussyate,Bussyate,8
buxoise,Buxoise,7
cariseenne,Cariséenne,10
centienne,Centienne,9
cerillonnaise,Cérillonnaise,13
cerisiquoise,Cerisiquoise,12
cezycoise,Cézycoise,9
chablisienne,Chablisienne,12
chaillotine,Chaillotine,11
chambeugloise,Chambeugloise,13
chamoutine,Chamoutine,10
champosylvestrienne,Champosylvestrienne,19
champignelloise,Champignelloise,15
campestrienne,Campestrienne,13
campo-laicienne,Campo-Laïcienne,15
champlostienne,Champlostienne,14
champicaunaise,Champicaunaise,14
champvallonaise,Champvallonaise,15
chamberiotte,Chamberiotte,12
charbuysienne,Charbuysienne,13
charentenaysienne,Charentenaysienne,17
charmoysienne,Charmoysienne,13
charnycoise,Charnycoise,11
bocquine,Bocquine,8
castelcensorienne,Castelcensorienne,17
castelgerardine,Castelgérardine,15
calvimontaise,Calvimontaise,13
calmienne,Calmienne,9
chemillienne,Chemillienne,12
chemilloise,Chemilloise,11
quersusarnulienne,Quersusarnulienne,17
chinacutienne,Chinacutienne,13
caroissienne,Caroissienne,12
cheutaine,Cheutaine,9
chevannaise,Chevannaise,11
chevillonnaise,Chevillonnaise,14
chicheenne,Chichéenne,10
chicherienne,Chicherienne,12
chigycienne,Chigycienne,11
chitrienne,Chitrienne,10
collanoise,Collanoise,10
colombarienne,Colombarienne,13
compeneenne,Compénéenne,11
cornantaise,Cornantaise,11
coulangeronnaise,Coulangeronnaise,16
coulangeoise,Coulangeoise,12
coulangeoise,Coulangeoise,12
coulourienne,Coulourienne,12
curginienne,Curginienne,11
courgisienne,Courgisienne,12
courlonnaise,Courlonnaise,12
coursonnaise,Coursonnaise,12
courtoinaise,Courtoinaise,12
courtoisienne,Courtoisienne,13
arnulphienne,Arnulphienne,12
crainoise,Crainoise,9
cravantaise,Cravantaise,11
cruzeenne,Cruzéenne,9
crycoise,Crycoise,8
cudotienne,Cudotienne,10
casseenne,Casséenne,9
cuystrate,Cuystrate,9
dannemoiselle,Dannemoiselle,13
dicycoise,Dicycoise,9
digeoise,Digeoise,8
dixmontoise,Dixmontoise,11
dollotienne,Dollotienne,11
domatienne,Domatienne,10
domecycoise,Domecycoise,11
dracycoise,Dracycoise,10
drogienne,Drogienne,9
dyeenne,Dyéenne,7
eglenienne,Eglénienne,10
egriselloise,Egriselloise,12
spinolienne,Spinolienne,11
spinolienne,Spinolienne,11
escampoise,Escampoise,10
escolivoise,Escolivoise,11
esnonaise,Esnonaise,9
etaisienne,Etaisienne,10
stabulienne,Stabulienne,11
stinicienne,Stinicienne,11
etiveenne,Etivéenne,9
evrytone,Evrytone,8
flacienne,Flacienne,9
fleuryvallienne,Fleuryvallienne,15
capello-flovinienne,Capello-Flovinienne,19
fusciacusienne,Fusciacusienne,14
fusciacoise,Fusciacoise,11
fontainoise,Fontainoise,11
fontanaise,Fontanaise,10
fontanienne,Fontanienne,11
fontaneenne,Fontanéenne,11
fontanienne,Fontanienne,11
putifontaine,Putifontaine,12
folchericienne,Folchèricienne,14
fournaudinoise,Fournaudinoise,14
fouronnaise,Fouronnaise,11
frasneenne,Frasnéenne,10
fulvienne,Fulvienne,9
germinoise,Germinoise,10
ganniaise,Ganniaise,9
girolloise,Girolloise,10
gisoise,Gisoise,7
givryate,Givryate,8
glandinoise,Glandinoise,11
grandchampoise,Grandchampoise,14
grimaldine,Grimaldine,10
gronoise,Gronoise,8
guerchycoise,Guerchycoise,12
guillonaise,Guillonaise,11
gurgycoise,Gurgycoise,10
altaripienne,Altaripienne,12
heryssoise,Héryssoise,10
irancycoise,Irancyçoise,11
jovinienne,Jovinienne,10
joutiate,Joutiate,8
jovicienne,Jovicienne,10
julloise,Julloise,8
jussienne,Jussienne,9
islienne,Islienne,8
celloise,Celloise,8
chapeline,Chapeline,9
la-fertoise,La-Fertoise,11
postolliere,Postollière,11
laitienne,Laitienne,9
lainoise,Lainoise,8
lainsecquoise,Lainsecquoise,13
lalandaise,Lalandaise,10
larochoise,Larochoise,10
lassonnaise,Lassonnaise,11
lavausienne,Lavausienne,11
clermontaine,Clermontaine,12
ormoise,Ormoise,7
siegeoise,Siégeoise,9
leugnycoise,Leugnycoise,11
levisoise,Lévisoise,9
lezinnoise,Lézinnoise,10
licheroise,Lichéroise,10
lignorelloise,Lignorelloise,13
lineenne,Linéenne,8
lindrycoise,Lindrycoise,11
loozienne,Loozienne,9
sylvilucienne,Sylvilucienne,13
lucyate,Lucyate,7
lucicoise,Lucicoise,9
magnycoise,Magnycoise,10
maillotine,Maillotine,10
maillyvillageoise,Maillyvillageoise,17
mailly-castelloise,Mailly-Castelloise,18
malaysienne,Malaysienne,11
malaisienne,Malaisienne,11
malicornaise,Malicornaise,12
malineenne,Malinéenne,10
marchaisienne,Marchaisienne,13
marcomanienne,Marcomanienne,13
maximiacusienne,Maximiacusienne,15
massangicoise,Massangicoise,13
melizeenne,Mélizéenne,10
merillonne,Mérillonne,10
merillonne,Merillonne,10
medericienne,Médéricienne,12
mezilloise,Mézilloise,10
micheline,Micheline,9
migeenne,Migéenne,8
migennoise,Migennoise,10
molaisienne,Môlaisienne,11
molesmoise,Molesmoise,10
molinonaise,Molinonaise,11
molosmiere,Molosmière,10
monestesienne,Monestésienne,13
montoise,Montoise,8
acheromontaine,Achéromontaine,14
montignaise,Montignaise,11
montillotoise,Montillotoise,13
montrealaise,Montréalaise,12
moulinoise,Moulinoise,10
naillytonne,Naillytonne,11
neuvy-sautourienne,Neuvy-Sautourienne,18
nitriate,Nitriate,8
noemienne,Noémienne,9
nucerienne,Nucérienne,10
nuitone,Nuitone,7
olmedoise,Olmédoise,9
ouannaise,Ouannaise,9
pacienne,Pacienne,8
paillissienne,Paillissienne,13
parlycoise,Parlycoise,10
paronnaise,Paronnaise,10
paroissienne,Paroissienne,12
pasienne,Pasienne,8
passycoise,Passycoise,10
perceneigeoise,Perceneigeoise,14
perciquoise,Perciquoise,11
perreusienne,Perreusienne,12
perrignienne,Perrignienne,12
perthuisienne,Perthuisienne,13
puifondine,Puifondine,10
pimelloise,Pimelloise,10
picienne,Picienne,8
poillysienne,Poillysienne,12
pollyacienne,Pollyacienne,12
vannipontaine,Vannipontaine,13
pontoise,Pontoise,8
pontaubertoise,Pontaubertoise,14
pontignatienne,Pontignatienne,14
pulverinienne,Pulverinienne,13
precyate,Précyate,8
precycoise,Précycoise,10
quarreenne,Quarréenne,10
quennoise,Quennoise,9
ravieroise,Raviéroise,10
rognycoise,Rognycoise,10
roncheroise,Ronchéroise,11
rosaltienne,Rosaltienne,11
roussonnaise,Roussonnaise,12
rouvraysienne,Rouvraysienne,13
ruinoise,Ruinoise,8
sacyate,Sacyate,7
saint-agnonaise,Saint-Agnonaise,15
saint-andreenne,Saint-Andréenne,15
saint-aubinoise,Saint-Aubinoise,15
aubinoise,Aubinoise,9
saint-brisienne,Saint-Brisienne,15
clementine,Clémentine,10
