rewrite,nom_ville_impr1,nom_ville_impr2,nomcaractère
cabanacaises-villagrainoise,Cabanac-et-Villagrains,
camblanaises-et-meynacaise,Camblanes-et-Meynac,
saint-christolyenne,"Sᵗ Christoly-de-Blaye",
saint-christolyenne,"Sᵗ Christoly-Médoc",
petrusiennes-aurillacoise,"Sᵗ Pierre-d'Aurillac",
vivienaises-de-blaye,"Sᵗ Vivien-de-Blaye",
sainte-radegondaise,Sainte-Radegonde,
olmetoises-villecunoise,Olmet-et-Villecun,
capelle-filismontine,"La Chapelle-aux-Filtzméens",
castrovicecontamlienne,"La Châtre-Langlin",,22
porretimonasterienne,Montipouret,,20
saint-lactencinoise,Saint-Lactencin,
saint-pantaleonnienne,Saint-Plantaire,
germanocapiticervienne,Sassierges-Saint-Germain,,22
celloises-guenandaise,"La Celle-Guenand",
petites-pressignoise,"Le Petit-Pressigny",
saint-nicolaisienne,"Sᵗ Nicolas-de-Bourgueil",
villiarebusauboyenne,Villiers-au-Bouin,,20
bougerardes-et-chambalaire,Bougé-Chambalud,
saint-appolinairoise,Saint-Appolinard,
saint-barthelemienne,Saint-Barthélemy,
saint-marcellinoise,Saint-Marcellin,
saint-theoffreydoise,Saint-Théoffrey,
eclanaises-nenonaise,Eclans-Nenon,
saint-bartheleminoise,Saint-Barthélemy,
saint-micheloises-escalusienne,"Sᵗ Michel-Escalus",
saint-pandelonnaise,Saint-Pandelon,
saugnac-et-muretoise,Saugnacq-et-Muret,
vieilloises-et-saint-gironnaise,Vielle-Saint-Girons,
vielle-soubiranaise,Vielle-Soubiran,
chapelle-enchericoise,"La Chapelle-Enchérie",
laurentaises-et-nouannais,"Sᵗ Laurent-Nouan",
andreziens-boutheonnaise,Andrézieux-Bouthéon,
saint-christophorienne,"Sᵗ Christophe-sur-Dolaison",
saint-philibertaine,"Sᵗ Philbert-de-Grand-Lieu",
cesarvilloises-dossainvilloise,Césarville-Dossainville,
saint-chamarandaise,Saint-Chamarand,
saint-martivalienne,"Sᵗ Martin-Labouval",
saint-pantaleonienne,Saint-Pantaléon,
saint-perdoussienne,Saint-Perdoux,
castelnaudaises-de-gupie,Castelnau-sur-Gupie,
castel-ambilloucoise,Ambillou-Château,
capello-florentaise,"La Chapelle-Saint-Florent",
longueennes-jumelloise,Longué-Jumelles,
saint-salvatorienne,"Sᵗ Sauveur-de-Landemont",
saint-sigismondaise,Saint-Sigismond,
agonaises-coutainvillaise,Agon-Coutainville,
barnevillaises-et-carteretais,Barneville-Carteret,
mesnil-villemanaise,"Le Mesnil-Villeman",
saint-christophaise,"Sᵗ Christophe-du-Foc",
sainte-mere-eglisaise,"Sᵗᵉ Mère-Eglise",
urvillaises-nacquevillaise,Urville-Nacqueville,
brugnitieres-vaudancouriere,Brugny-Vaudancourt,
chaintriotes-et-biergeoise,Chaintrix-Bierges,
courcelloises-sapicavienne,Courcelles-Sapicourt,
jussecourieres-minecouriere,Jussecourt-Minecourt,
thoult-tronaisienne,"Le Thoult-Trosnay",
luxemontaises-et-villottiere,Luxémont-et-Villotte,
passiates-grigniate,Passy-Grigny,
saint-justoises-et-sauvageonne,"Sᵗ Just-Sauvage",
aingoulaincourtoise,Aingoulaincourt,,19
eurvilloises-bienvilloise,Eurville-Bienville,
villiers-le-secoise,Villiers-le-Sec,
capellorainsouinaise,"La Chapelle-Rainsouin",,20
saint-berthevinoise,"Sᵗ Berthevin-la-Tannière",
saintes-pelaginoise,Sainte-Pôle,
villottoises-louppeenne,Villotte-devant-Louppy,
locoalo-mendonnaise,Locoal-Mendon,
blies-ebersingeoise,Blies-Ebersing,
freyming-merlebachoise,Freyming-Merlebach,
gros-rederchingeoise,Gros-Réderching,
ban-saint-martinoise,"Le Ban-Saint-Martin",
marangeoises-et-silvangeoise,Marange-Silvange,
marangeoises-zondrangeois,Marange-Zondrange,
petit-rederchingeoise,Petit-Réderching,
seremangeoises-et-erzangeoise,Serémange-Erzange,
trittelingeoises-et-redlachoise,Tritteling-Redlach,
beaumont-sardolloise,Beaumont-Sardolles,
ariaco-dompierroise,Dompierre-sur-Héry,
armbouts-cappelloise,Armbouts-Cappel,
faches-thumesniloise,Faches-Thumesnil,
les-rues-des-vinoise,"Les Rues-des-Vignes",
lieu-saint-amandinoise,Lieu-Saint-Amand,
franches-foresienne,Petite-Forêt,
saint-pierrebrouckoise,"Sᵗ Pierre-Brouck",
sainte-marie-cappeloise,"Sᵗᵉ Marie-Cappel",
seranvilleroises-forenvilloise,Séranvillers-Forenville,
breuil-le-secquoise,Breuil-le-Sec,
catillonnaises-fumechonnaise,Catillon-Fumechon,
petrocapellovicienne,Lachapelle-Saint-Pierre,,20
croisees-saintodonienne,Lacroix-Saint-Ouen,
ribecourtoises-et-dreslincourtoise,Ribécourt-Dreslincourt,
saint-martinoises-longovicienne,"Sᵗ Martin-Longueau",
saint-salvatorienne,Saint-Sauveur,
ferriennes-bechetoise,"La Ferrière-Béchet",
saintes-hilairienne,"Sᵗ Hilaire-sur-Erre",
saint-salvatorienne,"Sᵗ Sauveur-de-Carrouges",
saint-hono-guillaumine,"Sᵗᵉ Honorine-la-Guillaume",
billeuses-bercloise,Billy-Berclau,
blangervaloises-blangermontoise,Blangerval-Blangermont,
capelloises-fermontoise,Capelle-Fermont,
mentquoises-nortbecourtoise,Mentque-Nortbécourt,
mont-saint-elogienne,Mont-Saint-Eloi,
nort-leulinghemoise,Nort-Leulinghem,
reubreuvoises-ranchicourtoise,Rebreuve-Ranchicourt,
remilly-wirquinoise,Remilly-Wirquin,
sainte-austreberthoise,Sainte-Austreberthe,
sainte-catherinoise,Sainte-Catherine,
sainte-marie-kerquoise,"Sᵗᵉ Marie-Kerque",
vacqueriettoises-erquieroise,Vacqueriette-Erquières,
valli-vraucourtoise,Vaulx-Vraucourt,
vieille-chapelloise,Vieille-Chapelle,
villers-chatelloise,Villers-Châtel,
wailly-beaucampoise,Wailly-Beaucamp,
bussieroises-et-prunoise,Bussières-et-Pruns,
la-roche-blanchoise,"La Roche-Blanche",
sainte-catherinoise,Sainte-Catherine,
sainte-christinoise,Sainte-Christine,
alzietars-et-bazkazandars,Ahaxe-Alciette-Bascassan,
astoises-et-beonaise,Aste-Béon,
louvie-soubironnaise,Louvie-Soubiron,
tibirannaises-jaunacaise,Tibiran-Jaunac,
breuschwickersheimoise,Breuschwickersheim,,22
gumbrechtshoffenoise,Gumbrechtshoffen,,20
langensoultzbagoise,Langensoultzbach,,19
mittelhausbergeoise,Mittelhausbergen,,19
mittelschaeffolsheimoise,Mittelschaeffolsheim,,24
neugartheimoises-ittlenheimoise,Neugartheim-Ittlenheim,
niederlauterbachoise,Niederlauterbach,,20
niederschaeffolsheimoise,Niederschaeffolsheim,,24
niedersoultzbachoise,Niedersoultzbach,,20
niedersteinbachoise,Niedersteinbach,,19
oberschaeffolsheimoise,Oberschaeffolsheim,,22
reinhardsmonasterienne,Reinhardsmunster,,22
scharrachbergheimoise,Scharrachbergheim-Irmstett,,21
schwindratzheimoise,Schwindratzheim,,19
souffelweyersheimoise,Souffelweyersheim,,21
goldbachoises-et-altenbachoise,Goldbach-Altenbach,
chambostiennes-et-allierois,Chambost-Allières,
saint-appolinairienne,Saint-Appolinaire,
saint-jean-d-ardieroise,"Sᵗ Jean-d'Ardières",
sallesiennes-arbuissonnassienne,Salles-Arbuissonnas-en-Beaujolais,
tupinieres-semoniere,Tupin-et-Semons,
vrignoulaises-viroulaise,Avrigney-Virey,
haut-du-themoises-chaitelote,Haut-du-Them-Château-Lambert,
vandesiennes-ou-vandanais,Vadans,
villers-boutonnoise,Villers-Bouton,
castelnovimauricienne,"Sᵗ Maurice-lès-Châteauneuf",,21
montivilleneuvienne,Villeneuve-en-Montagne,,19
ceranaises-foulletourtoise,Cérans-Foulletourte,
mont-saint-jeannaise,Mont-Saint-Jean,
saint-christophoraise,"Sᵗ Christophe-du-Jambet",
saint-christophienne,"Sᵗ Christophe-en-Champagne",
saint-symphorinoise,Saint-Symphorien,
saint-francoisienne,"Sᵗ François-de-Sales",
devrai-gondragniere,Verel-Pragondran,
saintes-colombienne,Cons-Sainte-Colombe,
saint-jean-d-aulphoise,"Sᵗ Jean-d'Aulps",
cuy-saint-fiacraise,Cuy-Saint-Fiacre,
rue-saint-pierrienne,"La Rue-Saint-Pierre",
mesnil-pannevillaise,Mesnil-Panneville,
mont-saint-aignanaise,Mont-Saint-Aignan,
monasteriennes-olivetaine,Montérolier,
dionyso-thebaldienne,"Sᵗ Denis-le-Thiboult",
saint-pierre-vallaise,"Sᵗ Pierre-en-Val",
saint-sauveurois-emmallevillaise,"Sᵗ Sauveur-d'Emalleville",
sainte-margueritaise,"Sᵗᵉ Marguerite-sur-Fauville",
sainte-margueritaise,"Sᵗᵉ Marguerite-sur-Mer",
berneennes-vilbertienne,Bernay-Vilbert,
bourronaises-marlottine,Bourron-Marlotte,
castelles-la-bordicienne,Châtillon-la-Borde,
coconiaciennes-neufmontoise,Chauconin-Neufmontiers,
capello-rablaisienne,"La Chapelle-Rablais",
grandes-paroissienne,"La Grande-Paroisse",
plessis-ansoldienne,"Le Plessis-Feu-Aussoux",
plessis-episcopienne,"Le Plessis-l'Evêque",
luminiciennes-nesloise,Lumigny-Nesles-Ormeaux,
pontelloises-combalusienne,Pontault-Combault,
saint-augustinienne,Saint-Augustin,
saint-salvatorienne,"Sᵗ Sauveur-lès-Bray",
saint-salvatorienne,"Sᵗ Sauveur-sur-Ecole",
ville-saint-jacquoise,Ville-Saint-Jacques,
villiers-en-bieroise,Villiers-en-Bière,
saint-nommaises-bretechoise,"Sᵗ Nom-la-Bretèche",
granzeennes-griptoise,Granzay-Gript,
saint-clementinaise,Voulmentin,
etricourt-manancourtoise,Etricourt-Manancourt,
fieffoises-montrelettoise,Fieffes-Montrelet,
saint-salvatorienne,Saint-Sauveur,
bout-du-pont-de-l-arnaise,Bout-du-Pont-de-Larn,
liversoises-et-cazelloise,Livers-Cazelles,
poulannaises-pouzolaise,Poulan-Pouzols,
saint-jean-de-rivoise,"Sᵗ Jean-de-Rives",
saint-arroumessienne,Saint-Arroumex,
saint-beauzeilloise,Saint-Beauzeil,
fraxinetaines-(fraxinois,"La Garde-Freinet",
rayolaises-canadelienne,Rayol-Canadel-sur-Mer,
saint-pantaleonnaise,Saint-Pantaléon,
bouilletaises-courdelaise,Bouillé-Courdault,
bourg-archambaugeoise,Bourg-Archambault,
scorbesiennes-clairvaloise,Scorbé-Clairvaux,
bertrimonasterienne,Bertrimoutier,,19
medianimonasterienne,Moyenmoutier,,20
saint-baslemontaise,Saint-Baslemont,
champosylvestrienne,Champcevrais,,19
capello-flovinienne,Flogny-la-Chapelle,
armancon-martinoise,"Sᵗ Martin-sur-Armançon",
villatheodoricienne,Villethierry,,19
congervilloises-thionvilloise,Congerville-Thionville,
huisonnaises-longuevilloise,D'Huison-Longueville,
val-saint-germinoise,"Le Val-Saint-Germain",
francs-chatenaisienne,Châtenay-en-France,
epiaises-rhussienne,Epiais-Rhus,
plessis-bucardesienne,"Le Plessis-Bouchard",
plessis-luzarchoise,"Le Plessis-Luzarches",
