rewrite,gentile_h_ville_impr1,gentile_h_ville_impr2,nomcaractère
amberieux-en-dombes,Ambarrois,
bellegarde-sur-valserine,Bellegardien,
bohas-meyriat-rignat,,
bourg-saint-christophe,Bourtoirs,
boyeux-saint-jerome,,
challes-la-montagne,Chaléen,
champagne-en-valromey,Champenois,
chatillon-en-michaille,Chatillonnais,
chatillon-sur-chalaronne,Châtillonnais,
chavannes-sur-reyssouze,Chavannois,
chavannes-sur-suran,Chavannais,
cormaranche-en-bugey,Cormaranchois,
cormoranche-sur-saone,Cormoranchois,
cruzilles-les-mepillat,Cruzillard,
dompierre-sur-chalaronne,Dompierrois,
dompierre-sur-veyle,Dompierrois,
hautecourt-romaneche,Altacurcien,
l-abergement-clemenciat,,
l-abergement-de-varey,Abergementais,
la-chapelle-du-chatelard,Châtelardois,
le-grand-abergement,Pofs,
le-petit-abergement,,
massignieu-de-rives,Massignolants,
montmerle-sur-saone,Montmerlois,
montrevel-en-bresse,Montrevélois,
nivollet-montgriffon,,
saint-andre-d-huiriat,,
saint-andre-de-bage,Bagésien,
saint-andre-de-corcy,Corcien,
saint-andre-le-bouchoux,,
saint-andre-sur-vieux-jonc,,
saint-cyr-sur-menthon,Saint-Cyrien,
saint-denis-en-bugey,San-Denien,
saint-denis-les-bourg,Sandenien,
saint-didier-d-aussiat,Désidérien,
saint-didier-de-formans,Désidérien,
saint-didier-sur-chalaronne,Désidérien,
saint-etienne-du-bois,Stéphanois,
saint-etienne-sur-chalaronne,,
saint-etienne-sur-reyssouze,Stéphanois,
saint-genis-pouilly,Saint-Genésien,
saint-genis-sur-menthon,,
saint-georges-sur-renon,,
saint-germain-de-joux,San-Germinois,
saint-germain-les-paroisses,,
saint-germain-sur-renon,Saint-Germinois,
saint-jean-de-gonville,Gonvillois,
saint-jean-de-niost,Buyatin,
saint-jean-de-thurigneux,Thurignacien,
saint-jean-le-vieux,,
saint-jean-sur-reyssouze,,
saint-jean-sur-veyle,,
saint-julien-sur-reyssouze,,
saint-julien-sur-veyle,Juliveylois,
saint-laurent-sur-saone,Saint-Laurentin,
saint-martin-de-bavel,Saint-Martenants,
saint-martin-du-frene,San-Martinois,
saint-martin-du-mont,Saint-Martinois,
saint-martin-le-chatel,,
saint-maurice-de-beynost,Mauricien,
saint-maurice-de-gourdans,,
saint-maurice-de-remens,Rémensois,
saint-nizier-le-bouchoux,,
saint-nizier-le-desert,,
saint-paul-de-varax,Varaxois,
saint-rambert-en-bugey,Rambertois,
saint-sorlin-en-bugey,Saint-Sorlinois,
saint-trivier-de-courtes,Trivicourtois,
saint-trivier-sur-moignans,Utingeois,
serrieres-de-briord,Serrièrois,
sonthonnax-la-montagne,,
villieu-loyes-mollon,Villacucien,
agnicourt-et-sechelles,,
aisonville-et-bernoville,"Aisonvillois et Bernovillois",
anguilcourt-le-sart,Anguilcourtois,
arcy-sainte-restitue,,
armentieres-sur-ourcq,,
aubencheul-aux-bois,Aubencheulois,
aubigny-aux-kaisnes,Aubinois,
aubigny-en-laonnois,Albignyacois,
bazoches-sur-vesles,,
beauvois-en-vermandois,Beauvoisien,
bertaucourt-epourdon,Bertaucourtois,
bethancourt-en-vaux,Béthancourtois,
bohain-en-vermandois,Bohainois,
bouconville-vauclair,Bouconvillois,
bourguignon-sous-coucy,,
bourguignon-sous-montbavin,,
brancourt-en-laonnois,Brancourtois,
bray-saint-christophe,,
bruyeres-et-montberault,Bruyérois,
bucy-les-pierrepont,Bucyacois,
chivres-en-laonnois,Chivresien,
