rewrite,nom_ville
saint-martial,Saint-Martial
saint-martin-cantales,Saint-Martin-Cantalès
saint-martin-sous-vigouroux,Saint-Martin-sous-Vigouroux
saint-martin-valmeroux,Saint-Martin-Valmeroux
saint-mary-le-plain,Saint-Mary-le-Plain
saint-paul-de-salers,Saint-Paul-de-Salers
saint-paul-des-landes,Saint-Paul-des-Landes
saint-pierre,Saint-Pierre
saint-poncy,Saint-Poncy
saint-projet-de-salers,Saint-Projet-de-Salers
saint-remy-de-chaudes-aigues,Saint-Rémy-de-Chaudes-Aigues
saint-santin-cantales,Saint-Santin-Cantalès
saint-santin-de-maurs,Saint-Santin-de-Maurs
saint-saturnin,Saint-Saturnin
saint-saury,Saint-Saury
saint-simon,Saint-Simon
saint-urcize,Saint-Urcize
saint-victor,Saint-Victor
saint-vincent-de-salers,Saint-Vincent-de-Salers
sainte-anastasie,Sainte-Anastasie
sainte-eulalie,Sainte-Eulalie
sainte-marie,Sainte-Marie
salers,Salers
salins,Salins
sansac-de-marmiesse,Sansac-de-Marmiesse
sansac-veinazes,Sansac-Veinazès
sauvat,Sauvat
segur-les-villas,Ségur-les-Villas
senezergues,Sénezergues
seriers,Sériers
siran,Siran
soulages,Soulages
sourniac,Sourniac
talizat,Talizat
tanavelle,Tanavelle
teissieres-de-cornet,Teissières-de-Cornet
teissieres-les-boulies,Teissières-lès-Bouliès
thiezac,Thiézac
tiviers,Tiviers
tournemire,Tournemire
tremouille,Trémouille
trizac,Trizac
ussel,Ussel
vabres,Vabres
valette,Valette
valjouze,Valjouze
valuejols,Valuéjols
vebret,Vebret
vedrines-saint-loup,Védrines-Saint-Loup
velzic,Velzic
vernols,Vernols
veyrieres,Veyrières
vezac,Vézac
veze,Vèze
vezels-roussy,Vezels-Roussy
vic-sur-cere,Vic-sur-Cère
vieillespesse,Vieillespesse
vieillevie,Vieillevie
villedieu,Villedieu
virargues,Virargues
vitrac,Vitrac
ydes,Ydes
yolet,Yolet
ytrac,Ytrac
abzac,Abzac
agris,Agris
aignes-et-puyperoux,Aignes-et-Puypéroux
aigre,Aigre
alloue,Alloue
amberac,Ambérac
ambernac,Ambernac
ambleville,Ambleville
anais,Anais
angeac-champagne,Angeac-Champagne
angeac-charente,Angeac-Charente
angeduc,Angeduc
angouleme,Angoulême
ansac-sur-vienne,Ansac-sur-Vienne
anville,Anville
ars,Ars
asnieres-sur-nouere,Asnières-sur-Nouère
aubeterre-sur-dronne,Aubeterre-sur-Dronne
aubeville,Aubeville
auge-saint-medard,Auge-Saint-Médard
aunac,Aunac
aussac-vadalle,Aussac-Vadalle
baignes-sainte-radegonde,Baignes-Sainte-Radegonde
balzac,Balzac
barbezieres,Barbezières
barbezieux-saint-hilaire,Barbezieux-Saint-Hilaire
bardenac,Bardenac
barret,Barret
barro,Barro
bassac,Bassac
bayers,Bayers
bazac,Bazac
beaulieu-sur-sonnette,Beaulieu-sur-Sonnette
becheresse,Bécheresse
bellon,Bellon
benest,Benest
bernac,Bernac
berneuil,Berneuil
bessac,Bessac
besse,Bessé
bignac,Bignac
bioussac,Bioussac
birac,Birac
blanzac-porcheresse,Blanzac-Porcheresse
blanzaguet-saint-cybard,Blanzaguet-Saint-Cybard
boisbreteau,Boisbreteau
bonnes,Bonnes
bonneuil,Bonneuil
bonneville,Bonneville
bors-de-baignes,"Bors de Baignes"
bors-de-montmoreau,"Bors de Montmoreau"
bouex,Bouëx
bourg-charente,Bourg-Charente
bouteville,Bouteville
boutiers-saint-trojan,Boutiers-Saint-Trojan
brettes,Brettes
breville,Bréville
brie,Brie
brie-sous-barbezieux,Brie-sous-Barbezieux
brie-sous-chalais,Brie-sous-Chalais
brigueuil,Brigueuil
brillac,Brillac
brossac,Brossac
bunzac,Bunzac
cellefrouin,Cellefrouin
cellettes,Cellettes
chabanais,Chabanais
chabrac,Chabrac
chadurie,Chadurie
chalais,Chalais
challignac,Challignac
champagne-mouton,Champagne-Mouton
champagne-vigny,Champagne-Vigny
champmillon,Champmillon
champniers,Champniers
chantillac,Chantillac
charmant,Charmant
charme,Charmé
charras,Charras
chasseneuil-sur-bonnieure,Chasseneuil-sur-Bonnieure
chassenon,Chassenon
chassiecq,Chassiecq
chassors,Chassors
chateaubernard,Châteaubernard
chateauneuf-sur-charente,Châteauneuf-sur-Charente
chatignac,Châtignac
chavenat,Chavenat
chazelles,Chazelles
chenommet,Chenommet
chenon,Chenon
cherves-chatelars,Cherves-Châtelars
cherves-richemont,Cherves-Richemont
chillac,Chillac
chirac,Chirac
claix,Claix
cognac,Cognac
combiers,Combiers
condac,Condac
condeon,Condéon
confolens,Confolens
coulgens,Coulgens
coulonges,Coulonges
courbillac,Courbillac
courcome,Courcôme
courgeac,Courgeac
courlac,Courlac
couture,Couture
cressac-saint-genis,Cressac-Saint-Genis
criteuil-la-magdeleine,Criteuil-la-Magdeleine
curac,Curac
deviat,Deviat
dignac,Dignac
dirac,Dirac
douzat,Douzat
ebreon,Ebréon
echallat,Echallat
ecuras,Ecuras
edon,Edon
empure,Empuré
epenede,Epenède
eraville,Eraville
esse,Esse
etagnac,Etagnac
etriac,Etriac
exideuil,Exideuil
eymouthiers,Eymouthiers
feuillade,Feuillade
fleac,Fléac
fleurac,Fleurac
fontclaireau,Fontclaireau
fontenille,Fontenille
fouquebrune,Fouquebrune
fouqueure,Fouqueure
foussignac,Foussignac
garat,Garat
gardes-le-pontaroux,Gardes-le-Pontaroux
genac,Genac
genouillac,Genouillac
gensac-la-pallue,Gensac-la-Pallue
gente,Genté
gimeux,Gimeux
gond-pontouvre,Gond-Pontouvre
gondeville,Gondeville
gourville,Gourville
grassac,Grassac
guimps,Guimps
guizengeard,Guizengeard
gurat,Gurat
hiersac,Hiersac
hiesse,Hiesse
houlette,Houlette
jarnac,Jarnac
jauldes,Jauldes
javrezac,Javrezac
juignac,Juignac
juillac-le-coq,Juillac-le-Coq
juillaguet,Juillaguet
juille,Juillé
julienne,Julienne
jurignac,Jurignac
l-isle-d-espagnac,L'Isle-d'Espagnac
la-chapelle,"La Chapelle"
la-chevrerie,"La Chèvrerie"
la-couronne,"La Couronne"
la-faye,"La Faye"
la-foret-de-tesse,"La Forêt-de-Tessé"
la-magdeleine,"La Magdeleine"
la-peruse,"La Péruse"
la-rochefoucauld,"La Rochefoucauld"
la-rochette,"La Rochette"
la-tache,"La Tâche"
lachaise,Lachaise
ladiville,Ladiville
lagarde-sur-le-ne,Lagarde-sur-le-Né
lamerac,Lamérac
laprade,Laprade
le-bouchage,"Le Bouchage"
le-grand-madieu,"Le Grand-Madieu"
le-lindois,"Le Lindois"
le-tatre,"Le Tâtre"
le-vieux-cerier,"Le Vieux-Cérier"
les-adjots,"Les Adjots"
les-essards,"Les Essards"
les-gours,"Les Gours"
les-metairies,"Les Métairies"
les-pins,"Les Pins"
lesignac-durand,Lésignac-Durand
lessac,Lessac
lesterps,Lesterps
licheres,Lichères
ligne,Ligné
lignieres-sonneville,Lignières-Sonneville
linars,Linars
londigny,Londigny
longre,Longré
lonnes,Lonnes
louzac-saint-andre,Louzac-Saint-André
lupsault,Lupsault
lussac,Lussac
luxe,Luxé
magnac-lavalette-villars,Magnac-Lavalette-Villars
magnac-sur-touvre,Magnac-sur-Touvre
maine-de-boixe,Maine-de-Boixe
mainfonds,Mainfonds
mainxe,Mainxe
mainzac,Mainzac
malaville,Malaville
manot,Manot
mansle,Mansle
marcillac-lanville,Marcillac-Lanville
mareuil,Mareuil
marillac-le-franc,Marillac-le-Franc
marsac,Marsac
marthon,Marthon
massignac,Massignac
mazerolles,Mazerolles
mazieres,Mazières
medillac,Médillac
merignac,Mérignac
merpins,Merpins
mesnac,Mesnac
mons,Mons
montboyer,Montboyer
montbron,Montbron
montchaude,Montchaude
montemboeuf,Montemboeuf
montignac-charente,Montignac-Charente
montignac-le-coq,Montignac-le-Coq
montigne,Montigné
montjean,Montjean
montmoreau-saint-cybard,Montmoreau-Saint-Cybard
montrollet,Montrollet
mornac,Mornac
mosnac,Mosnac
moulidars,Moulidars
mouthiers-sur-boeme,Mouthiers-sur-Boëme
mouton,Mouton
moutonneau,Moutonneau
mouzon,Mouzon
nabinaud,Nabinaud
nanclars,Nanclars
nanteuil-en-vallee,Nanteuil-en-Vallée
nercillac,Nercillac
nersac,Nersac
nieuil,Nieuil
nonac,Nonac
nonaville,Nonaville
oradour,Oradour
oradour-fanais,Oradour-Fanais
orgedeuil,Orgedeuil
oriolles,Oriolles
orival,Orival
paizay-naudouin-embourie,Paizay-Naudouin-Embourie
palluaud,Palluaud
parzac,Parzac
passirac,Passirac
pereuil,Péreuil
perignac,Pérignac
pillac,Pillac
plaizac,Plaizac
plassac-rouffiac,Plassac-Rouffiac
pleuville,Pleuville
poullignac,Poullignac
poursac,Poursac
pranzac,Pranzac
pressignac,Pressignac
puymoyen,Puymoyen
puyreaux,Puyréaux
raix,Raix
rancogne,Rancogne
ranville-breuillaud,Ranville-Breuillaud
reignac,Reignac
reparsac,Réparsac
rioux-martin,Rioux-Martin
rivieres,Rivières
ronsenac,Ronsenac
rouffiac,Rouffiac
rougnac,Rougnac
rouillac,Rouillac
roullet-saint-estephe,Roullet-Saint-Estèphe
roumazieres-loubert,Roumazières-Loubert
roussines,Roussines
rouzede,Rouzède
ruelle-sur-touvre,Ruelle-sur-Touvre
ruffec,Ruffec
saint-adjutory,Saint-Adjutory
saint-amant-de-montmoreau,Saint-Amant-de-Montmoreau
saint-amant-de-boixe,Saint-Amant-de-Boixe
saint-amant-de-bonnieure,Saint-Amant-de-Bonnieure
graves-saint-amant,Graves-Saint-Amant
saint-amant-de-nouere,Saint-Amant-de-Nouère
saint-angeau,Saint-Angeau
saint-aulais-la-chapelle,Saint-Aulais-la-Chapelle
saint-avit,Saint-Avit
saint-bonnet,Saint-Bonnet
saint-brice,Saint-Brice
saint-christophe,Saint-Christophe
saint-ciers-sur-bonnieure,Saint-Ciers-sur-Bonnieure
saint-claud,Saint-Claud
saint-coutant,Saint-Coutant
saint-cybardeaux,Saint-Cybardeaux
saint-eutrope,Saint-Eutrope
saint-felix,Saint-Félix
saint-fort-sur-le-ne,Saint-Fort-sur-le-Né
saint-fraigne,Saint-Fraigne
saint-front,Saint-Front
saint-genis-d-hiersac,Saint-Genis-d'Hiersac
saint-georges,Saint-Georges
saint-germain-de-confolens,Saint-Germain-de-Confolens
saint-germain-de-montbron,Saint-Germain-de-Montbron
saint-gourson,Saint-Gourson
saint-groux,Saint-Groux
saint-laurent-de-belzagot,Saint-Laurent-de-Belzagot
saint-laurent-de-ceris,Saint-Laurent-de-Céris
saint-laurent-de-cognac,Saint-Laurent-de-Cognac
saint-laurent-des-combes,Saint-Laurent-des-Combes
saint-leger,Saint-Léger
saint-martial,Saint-Martial
saint-martin-du-clocher,Saint-Martin-du-Clocher
saint-mary,Saint-Mary
saint-maurice-des-lions,Saint-Maurice-des-Lions
saint-medard,Saint-Médard
saint-meme-les-carrieres,Saint-Même-les-Carrières
saint-michel,Saint-Michel
saint-palais-du-ne,Saint-Palais-du-Né
saint-preuil,Saint-Preuil
saint-projet-saint-constant,Saint-Projet-Saint-Constant
saint-quentin-de-chalais,Saint-Quentin-de-Chalais
saint-quentin-sur-charente,Saint-Quentin-sur-Charente
saint-romain,Saint-Romain
saint-saturnin,Saint-Saturnin
saint-severin,Saint-Séverin
saint-simeux,Saint-Simeux
saint-simon,Saint-Simon
saint-sornin,Saint-Sornin
saint-sulpice-de-cognac,Saint-Sulpice-de-Cognac
saint-sulpice-de-ruffec,Saint-Sulpice-de-Ruffec
saint-vallier,Saint-Vallier
saint-yrieix-sur-charente,Saint-Yrieix-sur-Charente
sainte-colombe,Sainte-Colombe
sainte-severe,Sainte-Sévère
sainte-souline,Sainte-Souline
salles-d-angles,Salles-d'Angles
salles-de-barbezieux,Salles-de-Barbezieux
salles-de-villefagnan,Salles-de-Villefagnan
salles-lavalette,Salles-Lavalette
saulgond,Saulgond
sauvagnac,Sauvagnac
sauvignac,Sauvignac
segonzac,Segonzac
sers,Sers
sigogne,Sigogne
sireuil,Sireuil
sonneville,Sonneville
souffrignac,Souffrignac
souvigne,Souvigné
soyaux,Soyaux
suaux,Suaux
suris,Suris
taize-aizie,Taizé-Aizie
taponnat-fleurignac,Taponnat-Fleurignac
theil-rabier,Theil-Rabier
torsac,Torsac
tourriers,Tourriers
touverac,Touvérac
touvre,Touvre
touzac,Touzac
triac-lautrait,Triac-Lautrait
trois-palis,Trois-Palis
turgon,Turgon
tusson,Tusson
tuzie,Tuzie
valence,Valence
vars,Vars
vaux-lavalette,Vaux-Lavalette
vaux-rouillac,Vaux-Rouillac
ventouse,Ventouse
verdille,Verdille
verneuil,Verneuil
verrieres,Verrières
verteuil-sur-charente,Verteuil-sur-Charente
vervant,Vervant
vibrac,Vibrac
vieux-ruffec,Vieux-Ruffec
vignolles,Vignolles
vilhonneur,Vilhonneur
villebois-lavalette,Villebois-Lavalette
villefagnan,Villefagnan
villegats,Villegats
villejesus,Villejésus
villejoubert,Villejoubert
villiers-le-roux,Villiers-le-Roux
villognon,Villognon
vindelle,Vindelle
vitrac-saint-vincent,Vitrac-Saint-Vincent
viville,Viville
voeuil-et-giget,Voeuil-et-Giget
vouharte,Vouharte
voulgezac,Voulgézac
vouthon,Vouthon
vouzan,Vouzan
xambes,Xambes
yviers,Yviers
yvrac-et-malleyrand,Yvrac-et-Malleyrand
agudelle,Agudelle
aigrefeuille-d-aunis,Aigrefeuille-d'Aunis
allas-bocage,Allas-Bocage
allas-champagne,Allas-Champagne
anais,Anais
andilly,Andilly
angliers,Angliers
angoulins,Angoulins
annepont,Annepont
annezay,Annezay
antezant-la-chapelle,Antezant-la-Chapelle
arces,Arces
archiac,Archiac
archingeay,Archingeay
ardillieres,Ardillières
ars-en-re,Ars-en-Ré
arthenac,Arthenac
arvert,Arvert
asnieres-la-giraud,Asnières-la-Giraud
aujac,Aujac
aulnay,Aulnay
aumagne,Aumagne
authon-ebeon,Authon-Ebéon
avy,Avy
aytre,Aytré
bagnizeau,Bagnizeau
balanzac,Balanzac
ballans,Ballans
ballon,Ballon
barzan,Barzan
bazauges,Bazauges
beaugeay,Beaugeay
beauvais-sur-matha,Beauvais-sur-Matha
bedenac,Bedenac
belluire,Belluire
benon,Benon
bercloux,Bercloux
bernay-saint-martin,Bernay-Saint-Martin
berneuil,Berneuil
beurlay,Beurlay
bignay,Bignay
biron,Biron
blanzac-les-matha,Blanzac-lès-Matha
blanzay-sur-boutonne,Blanzay-sur-Boutonne
bois,Bois
boisredon,Boisredon
bords,Bords
boresse-et-martron,Boresse-et-Martron
boscamnant,Boscamnant
bougneau,Bougneau
bouhet,Bouhet
bourcefranc-le-chapus,Bourcefranc-le-Chapus
bourgneuf,Bourgneuf
boutenac-touvent,Boutenac-Touvent
bran,Bran
bresdon,Bresdon
breuil-la-reorte,Breuil-la-Réorte
breuil-magne,Breuil-Magné
breuillet,Breuillet
brie-sous-archiac,Brie-sous-Archiac
brie-sous-matha,Brie-sous-Matha
brie-sous-mortagne,Brie-sous-Mortagne
brives-sur-charente,Brives-sur-Charente
brizambourg,Brizambourg
burie,Burie
bussac-foret,Bussac-Forêt
bussac-sur-charente,Bussac-sur-Charente
cabariot,Cabariot
celles,Celles
cercoux,Cercoux
chadenac,Chadenac
chaillevette,Chaillevette
chambon,Chambon
chamouillac,Chamouillac
champagnac,Champagnac
champagne,Champagne
champagnolles,Champagnolles
champdolent,Champdolent
chaniers,Chaniers
chantemerle-sur-la-soie,Chantemerle-sur-la-Soie
charron,Charron
chartuzac,Chartuzac
chatelaillon-plage,Châtelaillon-Plage
chatenet,Chatenet
chaunac,Chaunac
chenac-saint-seurin-d-uzet,Chenac-Saint-Seurin-d'Uzet
chepniers,Chepniers
cherac,Chérac
cherbonnieres,Cherbonnières
chermignac,Chermignac
chervettes,Chervettes
chevanceaux,Chevanceaux
chives,Chives
cierzac,Cierzac
cire-d-aunis,Ciré-d'Aunis
clam,Clam
clavette,Clavette
clerac,Clérac
clion,Clion
coivert,Coivert
colombiers,Colombiers
consac,Consac
contre,Contré
corignac,Corignac
corme-ecluse,Corme-Ecluse
corme-royal,Corme-Royal
coulonges,Coulonges
courant,Courant
courcelles,Courcelles
courcerac,Courcerac
courcon,Courçon
courcoury,Courcoury
courpignac,Courpignac
coux,Coux
cozes,Cozes
cramchaban,Cramchaban
cravans,Cravans
crazannes,Crazannes
cresse,Cressé
croix-chapeau,Croix-Chapeau
dampierre-sur-boutonne,Dampierre-sur-Boutonne
doeuil-sur-le-mignon,Doeuil-sur-le-Mignon
dolus-d-oleron,Dolus-d'Oléron
dompierre-sur-charente,Dompierre-sur-Charente
dompierre-sur-mer,Dompierre-sur-Mer
echebrune,Echebrune
echillais,Echillais
ecoyeux,Ecoyeux
ecurat,Ecurat
epargnes,Epargnes
esnandes,Esnandes
etaules,Etaules
expiremont,Expiremont
fenioux,Fenioux
ferrieres,Ferrières
fleac-sur-seugne,Fléac-sur-Seugne
floirac,Floirac
fontaine-chalendray,Fontaine-Chalendray
fontaines-d-ozillac,Fontaines-d'Ozillac
fontcouverte,Fontcouverte
fontenet,Fontenet
forges,Forges
fouras,Fouras
geay,Geay
gemozac,Gémozac
genouille,Genouillé
germignac,Germignac
gibourne,Gibourne
givrezac,Givrezac
gourvillette,Gourvillette
grandjean,Grandjean
grezac,Grézac
guitinieres,Guitinières
haimps,Haimps
hiers-brouage,Hiers-Brouage
ile-d-aix,Ile-d'Aix
jarnac-champagne,Jarnac-Champagne
jazennes,Jazennes
jonzac,Jonzac
juicq,Juicq
jussas,Jussas
l-eguille,L'Éguille
l-houmeau,L'Houmeau
la-barde,"La Barde"
la-benate,"La Benâte"
la-bree-les-bains,"La Brée-les-Bains"
la-brousse,"La Brousse"
la-chapelle-des-pots,"La Chapelle-des-Pots"
la-clisse,"La Clisse"
la-clotte,"La Clotte"
la-couarde-sur-mer,"La Couarde-sur-Mer"
la-croix-comtesse,"La Croix-Comtesse"
la-flotte,"La Flotte"
la-frediere,"La Frédière"
la-genetouze,"La Genétouze"
la-greve-sur-mignon,"La Grève-sur-Mignon"
la-gripperie-saint-symphorien,"La Gripperie-Saint-Symphorien"
la-jard,"La Jard"
la-jarne,"La Jarne"
la-jarrie,"La Jarrie"
la-jarrie-audouin,"La Jarrie-Audouin"
la-laigne,"La Laigne"
la-rochelle,"La Rochelle"
la-ronde,"La Ronde"
la-tremblade,"La Tremblade"
la-vallee,"La Vallée"
la-vergne,"La Vergne"
la-villedieu,"La Villedieu"
lagord,Lagord
landes,Landes
landrais,Landrais
le-bois-plage-en-re,"Le Bois-Plage-en-Ré"
le-chateau-d-oleron,"Le Château-d'Oléron"
le-chay,"Le Chay"
le-douhet,"Le Douhet"
le-fouilloux,"Le Fouilloux"
le-gicq,"Le Gicq"
le-grand-village-plage,"Le Grand-Village-Plage"
le-gua,"Le Gua"
le-gue-d-allere,"Le Gué-d'Alleré"
le-mung,"Le Mung"
le-pin,"Le Pin"
le-seure,"Le Seure"
le-thou,"Le Thou"
leoville,Léoville
les-eduts,"Les Eduts"
les-eglises-d-argenteuil,"Les Eglises-d'Argenteuil"
les-essards,"Les Essards"
les-gonds,"Les Gonds"
les-mathes,"Les Mathes"
les-nouillers,"Les Nouillers"
les-portes-en-re,"Les Portes-en-Ré"
les-touches-de-perigny,"Les Touches-de-Périgny"
loire-les-marais,Loire-les-Marais
loire-sur-nie,Loiré-sur-Nie
loix,Loix
longeves,Longèves
lonzac,Lonzac
lorignac,Lorignac
loulay,Loulay
louzignac,Louzignac
lozay,Lozay
luchat,Luchat
lussac,Lussac
lussant,Lussant
macqueville,Macqueville
marans,Marans
marennes,Marennes
marignac,Marignac
marsais,Marsais
marsilly,Marsilly
massac,Massac
matha,Matha
mazeray,Mazeray
mazerolles,Mazerolles
medis,Médis
merignac,Mérignac
meschers-sur-gironde,Meschers-sur-Gironde
messac,Messac
meursac,Meursac
meux,Meux
migre,Migré
migron,Migron
mirambeau,Mirambeau
moeze,Moëze
moings,Moings
mons,Mons
montendre,Montendre
montguyon,Montguyon
montils,Montils
montlieu-la-garde,Montlieu-la-Garde
montpellier-de-medillan,Montpellier-de-Médillan
montroy,Montroy
moragne,Moragne
mornac-sur-seudre,Mornac-sur-Seudre
mortagne-sur-gironde,Mortagne-sur-Gironde
mortiers,Mortiers
mosnac,Mosnac
muron,Muron
nachamps,Nachamps
nancras,Nancras
nantille,Nantillé
nere,Néré
neuillac,Neuillac
neulles,Neulles
neuvicq,Neuvicq
neuvicq-le-chateau,Neuvicq-le-Château
nieul-le-virouil,Nieul-le-Virouil
nieul-les-saintes,Nieul-lès-Saintes
nieul-sur-mer,Nieul-sur-Mer
nieulle-sur-seudre,Nieulle-sur-Seudre
nuaille-d-aunis,Nuaillé-d'Aunis
nuaille-sur-boutonne,Nuaillé-sur-Boutonne
orignolles,Orignolles
ozillac,Ozillac
paille,Paillé
pere,Péré
perignac,Pérignac
perigny,Périgny
pessines,Pessines
pisany,Pisany
plassac,Plassac
plassay,Plassay
polignac,Polignac
pommiers-moulons,Pommiers-Moulons
pons,Pons
pont-l-abbe-d-arnoult,Pont-l'Abbé-d'Arnoult
port-d-envaux,Port-d'Envaux
port-des-barques,Port-des-Barques
pouillac,Pouillac
poursay-garnaud,Poursay-Garnaud
preguillac,Préguillac
prignac,Prignac
puilboreau,Puilboreau
puy-du-lac,Puy-du-Lac
puyravault,Puyravault
puyrolland,Puyrolland
reaux,Réaux
retaud,Rétaud
rioux,Rioux
rivedoux-plage,Rivedoux-Plage
rochefort,Rochefort
romazieres,Romazières
romegoux,Romegoux
rouffiac,Rouffiac
rouffignac,Rouffignac
royan,Royan
sablonceaux,Sablonceaux
saint-agnant,Saint-Agnant
saint-aigulin,Saint-Aigulin
saint-andre-de-lidon,Saint-André-de-Lidon
saint-augustin,Saint-Augustin
saint-bonnet-sur-gironde,Saint-Bonnet-sur-Gironde
saint-bris-des-bois,Saint-Bris-des-Bois
saint-cesaire,Saint-Césaire
saint-christophe,Saint-Christophe
saint-ciers-champagne,Saint-Ciers-Champagne
saint-ciers-du-taillon,Saint-Ciers-du-Taillon
saint-clement-des-baleines,Saint-Clément-des-Baleines
saint-coutant-le-grand,Saint-Coutant-le-Grand
saint-crepin,Saint-Crépin
saint-cyr-du-doret,Saint-Cyr-du-Doret
saint-denis-d-oleron,Saint-Denis-d'Oléron
saint-denis-du-pin,Saint-Denis-du-Pin
saint-dizant-du-bois,Saint-Dizant-du-Bois
saint-dizant-du-gua,Saint-Dizant-du-Gua
saint-eugene,Saint-Eugène
saint-felix,Saint-Félix
saint-fort-sur-gironde,Saint-Fort-sur-Gironde
saint-froult,Saint-Froult
saint-genis-de-saintonge,Saint-Genis-de-Saintonge
saint-georges-antignac,Saint-Georges-Antignac
saint-georges-d-oleron,Saint-Georges-d'Oléron
saint-georges-de-didonne,Saint-Georges-de-Didonne
saint-georges-de-longuepierre,Saint-Georges-de-Longuepierre
saint-georges-des-agouts,Saint-Georges-des-Agoûts
saint-georges-des-coteaux,Saint-Georges-des-Coteaux
saint-georges-du-bois,Saint-Georges-du-Bois
saint-germain-de-lusignan,Saint-Germain-de-Lusignan
saint-germain-de-marencennes,Saint-Germain-de-Marencennes
saint-germain-de-vibrac,Saint-Germain-de-Vibrac
saint-germain-du-seudre,Saint-Germain-du-Seudre
saint-gregoire-d-ardennes,Saint-Grégoire-d'Ardennes
saint-hilaire-de-villefranche,Saint-Hilaire-de-Villefranche
saint-hilaire-du-bois,Saint-Hilaire-du-Bois
saint-hippolyte,Saint-Hippolyte
saint-jean-d-angely,Saint-Jean-d'Angély
saint-jean-d-angle,Saint-Jean-d'Angle
saint-jean-de-liversay,Saint-Jean-de-Liversay
saint-julien-de-l-escap,Saint-Julien-de-l'Escap
saint-just-luzac,Saint-Just-Luzac
saint-laurent-de-la-barriere,Saint-Laurent-de-la-Barrière
saint-laurent-de-la-pree,Saint-Laurent-de-la-Prée
saint-leger,Saint-Léger
saint-loup,Saint-Loup
saint-maigrin,Saint-Maigrin
saint-mande-sur-bredoire,Saint-Mandé-sur-Brédoire
saint-mard,Saint-Mard
saint-martial,Saint-Martial
saint-martial-de-mirambeau,Saint-Martial-de-Mirambeau
saint-martial-de-vitaterne,Saint-Martial-de-Vitaterne
saint-martial-sur-ne,Saint-Martial-sur-Né
saint-martin-d-ary,Saint-Martin-d'Ary
saint-martin-de-coux,Saint-Martin-de-Coux
saint-martin-de-juillers,Saint-Martin-de-Juillers
saint-martin-de-re,Saint-Martin-de-Ré
saint-maurice-de-tavernole,Saint-Maurice-de-Tavernole
saint-medard,Saint-Médard
saint-medard-d-aunis,Saint-Médard-d'Aunis
saint-nazaire-sur-charente,Saint-Nazaire-sur-Charente
saint-ouen-la-thene,Saint-Ouen-la-Thène
saint-ouen-d-aunis,Saint-Ouen-d'Aunis
saint-palais-de-negrignac,Saint-Palais-de-Négrignac
saint-palais-de-phiolin,Saint-Palais-de-Phiolin
saint-palais-sur-mer,Saint-Palais-sur-Mer
saint-pardoult,Saint-Pardoult
saint-pierre-d-amilly,Saint-Pierre-d'Amilly
saint-pierre-d-oleron,Saint-Pierre-d'Oléron
saint-pierre-de-juillers,Saint-Pierre-de-Juillers
saint-pierre-de-l-isle,Saint-Pierre-de-l'Isle
saint-pierre-du-palais,Saint-Pierre-du-Palais
saint-porchaire,Saint-Porchaire
saint-quantin-de-rancanne,Saint-Quantin-de-Rançanne
saint-rogatien,Saint-Rogatien
saint-romain-de-benet,Saint-Romain-de-Benet
saint-romain-sur-gironde,Saint-Romain-sur-Gironde
saint-saturnin-du-bois,Saint-Saturnin-du-Bois
saint-sauvant,Saint-Sauvant
saint-sauveur-d-aunis,Saint-Sauveur-d'Aunis
