rewrite,nom_ville_impr1,nom_ville_impr2,nomcaractère
amberieu-en-bugey,Ambérieu-en-Bugey,,17
amberieux-en-dombes,Ambérieux-en-Dombes,,19
ambleon,Ambléon,
ambronay,Ambronay,
ambutrix,Ambutrix,
andert-et-condon,Andert-et-Condon,,16
anglefort,Anglefort,
apremont,Apremont,
aranc,Aranc,
arandas,Arandas,
arbent,Arbent,
arbignieu,Arbignieu,
arbigny,Arbigny,
argis,Argis,
armix,Armix,
ars-sur-formans,Ars-sur-Formans,,15
artemare,Artemare,
asnieres-sur-saone,Asnières-sur-Saône,,18
attignat,Attignat,
bage-la-ville,Bâgé-la-Ville,,13
bage-le-chatel,Bâgé-le-Châtel,,14
balan,Balan,
baneins,Baneins,
beard-geovreissiat,Béard-Géovreissiat,,18
beaupont,Beaupont,
beauregard,Beauregard,
beligneux,Béligneux,
bellegarde-sur-valserine,Bellegarde-sur-Valserine,,24
belley,Belley,
belleydoux,Belleydoux,
bellignat,Bellignat,
belmont-luthezieu,Belmont-Luthézieu,,17
benonces,Bénonces,
beny,Bény,
beon,Béon,
bereziat,Béréziat,
bettant,Bettant,
bey,Bey,
beynost,Beynost,
billiat,Billiat,
birieux,Birieux,
biziat,Biziat,
blyes,Blyes,
bohas-meyriat-rignat,Bohas-Meyriat-Rignat,,20
boissey,Boissey,
bolozon,Bolozon,
bouligneux,Bouligneux,
bourg-en-bresse,Bourg-en-Bresse,,15
bourg-saint-christophe,Bourg-Saint-Christophe,,22
boyeux-saint-jerome,Boyeux-Saint-Jérôme,,19
boz,Boz,
bregnier-cordon,Brégnier-Cordon,,15
brenaz,Brénaz,
brenod,Brénod,
brens,Brens,
bressolles,Bressolles,
brion,Brion,
briord,Briord,
buellas,Buellas,
ceignes,Ceignes,
cerdon,Cerdon,
certines,Certines,
cessy,Cessy,
ceyzeriat,Ceyzériat,
ceyzerieu,Ceyzérieu,
chalamont,Chalamont,
chaleins,Chaleins,
chaley,Chaley,
challes-la-montagne,Challes-la-Montagne,,19
challex,Challex,
champagne-en-valromey,Champagne-en-Valromey,,21
champdor,Champdor,
champfromier,Champfromier,
chanay,Chanay,
chaneins,Chaneins,
chanoz-chatenay,Chanoz-Châtenay,,15
charix,Charix,
charnoz-sur-ain,Charnoz-sur-Ain,,15
chateau-gaillard,Château-Gaillard,,16
chatenay,Châtenay,
chatillon-en-michaille,Châtillon-en-Michaille,,22
chatillon-la-palud,Châtillon-la-Palud,,18
chatillon-sur-chalaronne,Châtillon-sur-Chalaronne,,24
chavannes-sur-reyssouze,Chavannes-sur-Reyssouze,,23
chavannes-sur-suran,Chavannes-sur-Suran,,19
chaveyriat,Chaveyriat,
chavornay,Chavornay,
chazey-bons,Chazey-Bons,,11
chazey-sur-ain,Chazey-sur-Ain,,14
cheignieu-la-balme,Cheignieu-la-Balme,,18
chevillard,Chevillard,
chevroux,Chevroux,
chevry,Chevry,
chezery-forens,Chézery-Forens,,14
civrieux,Civrieux,
cize,Cize,
cleyzieu,Cleyzieu,
coligny,Coligny,
collonges,Collonges,
colomieu,Colomieu,
conand,Conand,
condamine,Condamine,
condeissiat,Condeissiat,
confort,Confort,
confrancon,Confrançon,
contrevoz,Contrevoz,
conzieu,Conzieu,
corbonod,Corbonod,
corcelles,Corcelles,
corlier,Corlier,
cormaranche-en-bugey,Cormaranche-en-Bugey,,20
cormoranche-sur-saone,Cormoranche-sur-Saône,,21
cormoz,Cormoz,
corveissiat,Corveissiat,
courmangoux,Courmangoux,
courtes,Courtes,
crans,Crans,
cras-sur-reyssouze,Cras-sur-Reyssouze,,18
cressin-rochefort,Cressin-Rochefort,,17
crottet,Crottet,
crozet,Crozet,
cruzilles-les-mepillat,Cruzilles-lès-Mépillat,,22
culoz,Culoz,
curciat-dongalon,Curciat-Dongalon,,16
curtafond,Curtafond,
cuzieu,Cuzieu,
dagneux,Dagneux,
divonne-les-bains,Divonne-les-Bains,,17
dommartin,Dommartin,
dompierre-sur-chalaronne,Dompierre-sur-Chalaronne,,24
dompierre-sur-veyle,Dompierre-sur-Veyle,,19
domsure,Domsure,
dortan,Dortan,
douvres,Douvres,
drom,Drom,
druillat,Druillat,
echallon,Echallon,
echenevex,Echenevex,
etrez,Etrez,
evosges,Evosges,
faramans,Faramans,
fareins,Fareins,
farges,Farges,
feillens,Feillens,
ferney-voltaire,Ferney-Voltaire,,15
flaxieu,Flaxieu,
foissiat,Foissiat,
francheleins,Francheleins,
frans,Frans,
garnerans,Garnerans,
genouilleux,Genouilleux,
geovreisset,Géovreisset,
germagnat,Germagnat,
gex,Gex,
giron,Giron,
gorrevod,Gorrevod,
grand-corent,Grand-Corent,,12
grieges,Grièges,
grilly,Grilly,
groissiat,Groissiat,
groslee,Groslée,
guereins,Guéreins,
hautecourt-romaneche,Hautecourt-Romanèche,,20
hauteville-lompnes,Hauteville-Lompnes,,18
hostiaz,Hostiaz,
hotonnes,Hotonnes,
illiat,Illiat,
injoux-genissiat,Injoux-Génissiat,,16
innimond,Innimond,
izenave,Izenave,
izernore,Izernore,
izieu,Izieu,
jassans-riottier,Jassans-Riottier,,16
jasseron,Jasseron,
jayat,Jayat,
journans,Journans,
joyeux,Joyeux,
jujurieux,Jujurieux,
l-abergement-clemenciat,L'Abergement-Clémenciat,,23
l-abergement-de-varey,L'Abergement-de-Varey,,21
la-boisse,"La Boisse",,9
la-burbanche,"La Burbanche",,12
la-chapelle-du-chatelard,"La Chapelle-du-Châtelard",,24
la-trancliere,"La Tranclière",,13
labalme,Labalme,
lagnieu,Lagnieu,
laiz,Laiz,
lalleyriat,Lalleyriat,
lancrans,Lancrans,
lantenay,Lantenay,
lapeyrouse,Lapeyrouse,
lavours,Lavours,
le-grand-abergement,"Le Grand-Abergement",,19
le-montellier,"Le Montellier",,13
le-petit-abergement,"Le Petit-Abergement",,19
le-plantay,"Le Plantay",,10
le-poizat,"Le Poizat",,9
leaz,Léaz,
lelex,Lélex,
lent,Lent,
les-neyrolles,"Les Neyrolles",,13
lescheroux,Lescheroux,
leyment,Leyment,
leyssard,Leyssard,
lhopital,Lhôpital,
lhuis,Lhuis,
lochieu,Lochieu,
lompnas,Lompnas,
lompnieu,Lompnieu,
loyettes,Loyettes,
lurcy,Lurcy,
magnieu,Magnieu,
maillat,Maillat,
malafretaz,Malafretaz,
mantenay-montlin,Mantenay-Montlin,,16
manziat,Manziat,
marboz,Marboz,
marchamp,Marchamp,
marignieu,Marignieu,
marlieux,Marlieux,
marsonnas,Marsonnas,
martignat,Martignat,
massieux,Massieux,
massignieu-de-rives,Massignieu-de-Rives,,19
matafelon-granges,Matafelon-Granges,,17
meillonnas,Meillonnas,
merignat,Mérignat,
messimy-sur-saone,Messimy-sur-Saône,,17
meximieux,Meximieux,
mezeriat,Mézériat,
mijoux,Mijoux,
mionnay,Mionnay,
miribel,Miribel,
miserieux,Misérieux,
mogneneins,Mogneneins,
montagnat,Montagnat,
montagnieu,Montagnieu,
montanges,Montanges,
montceaux,Montceaux,
montcet,Montcet,
monthieux,Monthieux,
montluel,Montluel,
montmerle-sur-saone,Montmerle-sur-Saône,,19
montracol,Montracol,
montreal-la-cluse,Montréal-la-Cluse,,17
montrevel-en-bresse,Montrevel-en-Bresse,,19
murs-et-gelignieux,Murs-et-Gélignieux,,18
nantua,Nantua,
nattages,Nattages,
neuville-les-dames,Neuville-les-Dames,,18
neuville-sur-ain,Neuville-sur-Ain,,16
neyron,Neyron,
nievroz,Niévroz,
nivollet-montgriffon,Nivollet-Montgriffon,,20
nurieux-volognat,Nurieux-Volognat,,16
oncieu,Oncieu,
ordonnaz,Ordonnaz,
ornex,Ornex,
outriaz,Outriaz,
oyonnax,Oyonnax,
ozan,Ozan,
parcieux,Parcieux,
parves,Parves,
peron,Péron,
peronnas,Péronnas,
perouges,Pérouges,
perrex,Perrex,
peyriat,Peyriat,
peyrieu,Peyrieu,
peyzieux-sur-saone,Peyzieux-sur-Saône,,18
pirajoux,Pirajoux,
pizay,Pizay,
plagne,Plagne,
polliat,Polliat,
pollieu,Pollieu,
